Sentence,Sentiment,Tokens
Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive  in the same way that modern games and movies are more immersive through the use of realistic 3D graphics ,neutral,"['Creating', 'interfaces', 'that', 'are', 'more', 'similar', 'to', 'interactions', 'in', 'the', 'real', 'world', 'can', 'enable', 'experiences', 'that', 'are', 'more', 'natural', 'and', 'intuitive', 'in', 'the', 'same', 'way', 'that', 'modern', 'games', 'and', 'movies', 'are', 'more', 'immersive', 'through', 'the', 'use', 'of', 'realistic', '3D', 'graphics']"
In addition  Cramo and Peab have signed exclusive fiveyear rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years ,positive,"['In', 'addition', 'Cramo', 'and', 'Peab', 'have', 'signed', 'exclusive', 'fiveyear', 'rental', 'agreements', 'in', 'Finland', 'and', 'have', 'extended', 'their', 'existing', 'rental', 'agreements', 'in', 'the', 'Swedish', 'market', 'for', 'another', 'five', 'years']"
Sales rose to 3009 mln eur compared with last year s 2761 mln eur and in line with 299 mln eur consensus figure ,positive,"['Sales', 'rose', 'to', '3009', 'mln', 'eur', 'compared', 'with', 'last', 'year', 's', '2761', 'mln', 'eur', 'and', 'in', 'line', 'with', '299', 'mln', 'eur', 'consensus', 'figure']"
In 2010  Sanoma Magazines expects net sales to be at the 2009 level ,neutral,"['In', '2010', 'Sanoma', 'Magazines', 'expects', 'net', 'sales', 'to', 'be', 'at', 'the', '2009', 'level']"
FB Dax says bye bye 2013  finished a great yr w 28 plus,positive,"['FB', 'Dax', 'says', 'bye', 'bye', '2013', 'finished', 'a', 'great', 'yr', 'w', '28', 'plus']"
By acquiring RCP  we can combine our strong knowhow with the expertise of a solid local company ,positive,"['By', 'acquiring', 'RCP', 'we', 'can', 'combine', 'our', 'strong', 'knowhow', 'with', 'the', 'expertise', 'of', 'a', 'solid', 'local', 'company']"
Profit for the period was EUR 156 mn compared to EUR 141 mn in 2007 ,positive,"['Profit', 'for', 'the', 'period', 'was', 'EUR', '156', 'mn', 'compared', 'to', 'EUR', '141', 'mn', 'in', '2007']"
No price was given for the transaction  which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain s National Express East Coast rail networks ,neutral,"['No', 'price', 'was', 'given', 'for', 'the', 'transaction', 'which', 'merges', 'two', 'London', 'companies', 'that', 'have', 'worked', 'together', 'on', 'a', 'number', 'of', 'projects', 'including', 'delivery', 'of', 'timetables', 'for', 'Britain', 's', 'National', 'Express', 'East', 'Coast', 'rail', 'networks']"
GTAT Will reenter short on bounce,negative,"['GTAT', 'Will', 'reenter', 'short', 'on', 'bounce']"
Kai Tulonen  Chief Technology Officer  SysOpen Digia says   Mobility Business Suite represents a significant milestone in the company s offering to the telecommunications industry ,positive,"['Kai', 'Tulonen', 'Chief', 'Technology', 'Officer', 'SysOpen', 'Digia', 'says', 'Mobility', 'Business', 'Suite', 'represents', 'a', 'significant', 'milestone', 'in', 'the', 'company', 's', 'offering', 'to', 'the', 'telecommunications', 'industry']"
Finnish elevators and escalators maker KONE Corporation said on Tuesday  18 March  that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London ,positive,"['Finnish', 'elevators', 'and', 'escalators', 'maker', 'KONE', 'Corporation', 'said', 'on', 'Tuesday', '18', 'March', 'that', 'it', 'has', 'received', 'a', 'major', 'order', 'from', 'Sir', 'Robert', 'McAlpine', 'to', 'supply', 'all', 'elevators', 'and', 'escalators', 'for', 'the', 'Watermark', 'Place', 'project', 'in', 'the', 'City', 'of', 'London']"
In the Baltic states the company reports net sales of EUR 119 mn  down from EUR 142 mn  and an operative EBIT of EUR 22 mn  down from EUR 17 mn ,negative,"['In', 'the', 'Baltic', 'states', 'the', 'company', 'reports', 'net', 'sales', 'of', 'EUR', '119', 'mn', 'down', 'from', 'EUR', '142', 'mn', 'and', 'an', 'operative', 'EBIT', 'of', 'EUR', '22', 'mn', 'down', 'from', 'EUR', '17', 'mn']"
Neither of the companies use genetically engineered soy at the moment ,neutral,"['Neither', 'of', 'the', 'companies', 'use', 'genetically', 'engineered', 'soy', 'at', 'the', 'moment']"
Kirsi Rantanen was previously development director for HK Ruokatalo s poultry business ,neutral,"['Kirsi', 'Rantanen', 'was', 'previously', 'development', 'director', 'for', 'HK', 'Ruokatalo', 's', 'poultry', 'business']"
The company expects meat purchases to remain at about 8mn kilos in 2011 ,neutral,"['The', 'company', 'expects', 'meat', 'purchases', 'to', 'remain', 'at', 'about', '8mn', 'kilos', 'in', '2011']"
Luxembourgregistered investment fund Amber Trust II has won the final approval of Lithuania s Competition Council to acquire 296 percent of Sanitas  the country s largest pharmaceutical producer ,positive,"['Luxembourgregistered', 'investment', 'fund', 'Amber', 'Trust', 'II', 'has', 'won', 'the', 'final', 'approval', 'of', 'Lithuania', 's', 'Competition', 'Council', 'to', 'acquire', '296', 'percent', 'of', 'Sanitas', 'the', 'country', 's', 'largest', 'pharmaceutical', 'producer']"
Crown Castle buys Tower Development Corp for 461 million,positive,"['Crown', 'Castle', 'buys', 'Tower', 'Development', 'Corp', 'for', '461', 'million']"
 Tom Doring has a long and successful career in the drives business  and he knows the American market ,neutral,"['Tom', 'Doring', 'has', 'a', 'long', 'and', 'successful', 'career', 'in', 'the', 'drives', 'business', 'and', 'he', 'knows', 'the', 'American', 'market']"
European shares plunge roiled by BHP and oil hopes turn to ECB,negative,"['European', 'shares', 'plunge', 'roiled', 'by', 'BHP', 'and', 'oil', 'hopes', 'turn', 'to', 'ECB']"
Food sales totalled EUR 3235 mn in October 2009  representing a decrease of 55  from October 2008 ,neutral,"['Food', 'sales', 'totalled', 'EUR', '3235', 'mn', 'in', 'October', '2009', 'representing', 'a', 'decrease', 'of', '55', 'from', 'October', '2008']"
During the rally  which was authorized by the city administration  a consulate official came out to the workers  spoke to them and took a letter from them ,neutral,"['During', 'the', 'rally', 'which', 'was', 'authorized', 'by', 'the', 'city', 'administration', 'a', 'consulate', 'official', 'came', 'out', 'to', 'the', 'workers', 'spoke', 'to', 'them', 'and', 'took', 'a', 'letter', 'from', 'them']"
Sales in Latin America increased by 42  to EUR 432mn  and a total of 87 mn mobile devices were sold in the area  representing an increase of 32  from the corresponding period in 2009 ,positive,"['Sales', 'in', 'Latin', 'America', 'increased', 'by', '42', 'to', 'EUR', '432mn', 'and', 'a', 'total', 'of', '87', 'mn', 'mobile', 'devices', 'were', 'sold', 'in', 'the', 'area', 'representing', 'an', 'increase', 'of', '32', 'from', 'the', 'corresponding', 'period', 'in', '2009']"
The employeremployee talks concerned about 500 people  that is  the whole staff in Finland ,neutral,"['The', 'employeremployee', 'talks', 'concerned', 'about', '500', 'people', 'that', 'is', 'the', 'whole', 'staff', 'in', 'Finland']"
AAPL weekly still under the 50 moving average and creating a lower high httpstcovT7ppzY2UY,negative,"['AAPL', 'weekly', 'still', 'under', 'the', '50', 'moving', 'average', 'and', 'creating', 'a', 'lower', 'high', 'httpstcovT7ppzY2UY']"
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper pricefixing conspiracy in the United States ,positive,"['Paper', 'maker', 'Stora', 'Enso', 'Oyj', 'said', 'Friday', 'it', 'has', 'been', 'acquitted', 'of', 'charges', 'that', 'it', 'participated', 'in', 'a', 'paper', 'pricefixing', 'conspiracy', 'in', 'the', 'United', 'States']"
The Commission is to be applauded for applying a factbased and datadriven approach and for providing clarity for future petitions ,positive,"['The', 'Commission', 'is', 'to', 'be', 'applauded', 'for', 'applying', 'a', 'factbased', 'and', 'datadriven', 'approach', 'and', 'for', 'providing', 'clarity', 'for', 'future', 'petitions']"
According to Scanfil  demand for telecommunications network products has fluctuated significantly in the third quarter of 2006  and the situation is expected to remain unstable for the rest of the year ,neutral,"['According', 'to', 'Scanfil', 'demand', 'for', 'telecommunications', 'network', 'products', 'has', 'fluctuated', 'significantly', 'in', 'the', 'third', 'quarter', 'of', '2006', 'and', 'the', 'situation', 'is', 'expected', 'to', 'remain', 'unstable', 'for', 'the', 'rest', 'of', 'the', 'year']"
The company s operating profit for 2006 stood at 396 mln euro   579 mln  ,neutral,"['The', 'company', 's', 'operating', 'profit', 'for', '2006', 'stood', 'at', '396', 'mln', 'euro', '579', 'mln']"
Construction volumes meanwhile grow at a rate of 1015 percent annually ,positive,"['Construction', 'volumes', 'meanwhile', 'grow', 'at', 'a', 'rate', 'of', '1015', 'percent', 'annually']"
When the situation normalises  the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow  in particular ,positive,"['When', 'the', 'situation', 'normalises', 'the', 'company', 'will', 'be', 'able', 'to', 'increase', 'the', 'amount', 'of', 'residential', 'units', 'for', 'sale', 'in', 'St', 'Petersburg', 'and', 'Moscow', 'in', 'particular']"
In 2006  452 million tonnes CO2 of EUA  EU Allowance  emissions credit in EU  was traded with an underlying market value approx ,neutral,"['In', '2006', '452', 'million', 'tonnes', 'CO2', 'of', 'EUA', 'EU', 'Allowance', 'emissions', 'credit', 'in', 'EU', 'was', 'traded', 'with', 'an', 'underlying', 'market', 'value', 'approx']"
The price of the 10000 kroon par value bonds was 966351 kroons in the primary issue ,neutral,"['The', 'price', 'of', 'the', '10000', 'kroon', 'par', 'value', 'bonds', 'was', '966351', 'kroons', 'in', 'the', 'primary', 'issue']"
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy ,neutral,"['As', 'a', 'part', 'of', 'the', 'agreement', '10', 'employees', 'from', 'the', 'John', 'Deere', 'Forestry', 'documentation', 'functions', 'will', 'transfer', 'to', 'DokuMentori', 'Oy']"
The area will also include some central buildings  and Honkarakenne has started negotiations on their delivery ,neutral,"['The', 'area', 'will', 'also', 'include', 'some', 'central', 'buildings', 'and', 'Honkarakenne', 'has', 'started', 'negotiations', 'on', 'their', 'delivery']"
The contractor of the shopping center  China State Construction Engineering Corporation  has previously built eg airports  hotels and factories for large international customers in different parts of the world ,neutral,"['The', 'contractor', 'of', 'the', 'shopping', 'center', 'China', 'State', 'Construction', 'Engineering', 'Corporation', 'has', 'previously', 'built', 'eg', 'airports', 'hotels', 'and', 'factories', 'for', 'large', 'international', 'customers', 'in', 'different', 'parts', 'of', 'the', 'world']"
Im no professional ANALyst but I DO put my  where my mouth is AAPL will do 575 b4 yrendThats another hun from hereLong LEAPS ,positive,"['Im', 'no', 'professional', 'ANALyst', 'but', 'I', 'DO', 'put', 'my', 'where', 'my', 'mouth', 'is', 'AAPL', 'will', 'do', '575', 'b4', 'yrendThats', 'another', 'hun', 'from', 'hereLong', 'LEAPS']"
The trucks feature an Eco Drive system  a fuel measuring tool which stores data particular to individual drivers ,neutral,"['The', 'trucks', 'feature', 'an', 'Eco', 'Drive', 'system', 'a', 'fuel', 'measuring', 'tool', 'which', 'stores', 'data', 'particular', 'to', 'individual', 'drivers']"
Panostaja Oyj s Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterlyannual report ,neutral,"['Panostaja', 'Oyj', 's', 'Board', 'also', 'decided', 'at', 'its', 'organisational', 'meeting', 'held', 'upon', 'completion', 'of', 'the', 'AGM', 'to', 'implement', 'the', 'AGM', 'decision', 'concerning', 'Board', 'member', 'fees', 'paid', 'as', 'shares', 'in', 'such', 'a', 'way', 'that', 'shares', 'are', 'transferred', 'on', 'a', 'quarterly', 'basis', 'on', 'the', 'date', 'following', 'publication', 'of', 'the', 'quarterlyannual', 'report']"
CTRP just broke resistance watching for a redtogreen breakout right out of the gate tomorrow morning stocks httpstco8VXFUUIt04,positive,"['CTRP', 'just', 'broke', 'resistance', 'watching', 'for', 'a', 'redtogreen', 'breakout', 'right', 'out', 'of', 'the', 'gate', 'tomorrow', 'morning', 'stocks', 'httpstco8VXFUUIt04']"
The company confirmed its estimate for lower revenue for the whole 2009 than the yearago EUR 939 million USD 1373 m as given in the interim report on August 5 ,negative,"['The', 'company', 'confirmed', 'its', 'estimate', 'for', 'lower', 'revenue', 'for', 'the', 'whole', '2009', 'than', 'the', 'yearago', 'EUR', '939', 'million', 'USD', '1373', 'm', 'as', 'given', 'in', 'the', 'interim', 'report', 'on', 'August', '5']"
On 25 August 2009  Sampo s stake in Nordea was 1945  ,neutral,"['On', '25', 'August', '2009', 'Sampo', 's', 'stake', 'in', 'Nordea', 'was', '1945']"
The new chain has 700 discount stores and 250 supermarkets ,neutral,"['The', 'new', 'chain', 'has', '700', 'discount', 'stores', 'and', '250', 'supermarkets']"
Earnings per share EPS in 2005 decreased to EUR0 66 from EUR1 15 in 2004 ,neutral,"['Earnings', 'per', 'share', 'EPS', 'in', '2005', 'decreased', 'to', 'EUR0', '66', 'from', 'EUR1', '15', 'in', '2004']"
Operating profit for 2009 lower than outlook published earlier ,negative,"['Operating', 'profit', 'for', '2009', 'lower', 'than', 'outlook', 'published', 'earlier']"
BioTie NorthAmerican licensing partner Somaxon Pharmaceuticals started a phase IIIII clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation ,neutral,"['BioTie', 'NorthAmerican', 'licensing', 'partner', 'Somaxon', 'Pharmaceuticals', 'started', 'a', 'phase', 'IIIII', 'clinical', 'study', 'in', 'patients', 'suffering', 'from', 'pathological', 'gambling', 'and', 'a', 'pilot', 'phase', 'II', 'study', 'in', 'nicotine', 'addiction', 'smoking', 'cessation']"
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at wwwsampocomir ,neutral,"['The', 'CVs', 'of', 'the', 'proposed', 'members', 'are', 'available', 'for', 'viewing', 'from', '12', 'March', '2008', 'onwards', 'on', 'the', 'Internet', 'at', 'wwwsampocomir']"
Stora Enso Oyj said its secondquarter result would fall by half compared with the same period in 2007 ,negative,"['Stora', 'Enso', 'Oyj', 'said', 'its', 'secondquarter', 'result', 'would', 'fall', 'by', 'half', 'compared', 'with', 'the', 'same', 'period', 'in', '2007']"
The announced restructuring will significantly decrease the Company s indebtedness ,positive,"['The', 'announced', 'restructuring', 'will', 'significantly', 'decrease', 'the', 'Company', 's', 'indebtedness']"
Finnish Bank of land reports operating profit of EUR 22 mn in the first quarter of 2010  down from EUR 63 mn in the corresponding period in 2009 ,negative,"['Finnish', 'Bank', 'of', 'land', 'reports', 'operating', 'profit', 'of', 'EUR', '22', 'mn', 'in', 'the', 'first', 'quarter', 'of', '2010', 'down', 'from', 'EUR', '63', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2009']"
EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs  manufactures and markets composite profiles and tubes for industrial applications ,neutral,"['EXEL', 'COMPOSITES', 'IN', 'BRIEF', 'Exel', 'Composites', 'is', 'a', 'technology', 'company', 'which', 'designs', 'manufactures', 'and', 'markets', 'composite', 'profiles', 'and', 'tubes', 'for', 'industrial', 'applications']"
The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen  and means are provided to exert and maintain a pressure in the volume defined by the platen  the band and the seal  ,neutral,"['The', 'platen', 'edges', 'in', 'contact', 'with', 'the', 'band', 'are', 'provided', 'with', 'a', 'seal', 'having', 'a', 'protrusion', 'directed', 'towards', 'the', 'middle', 'area', 'of', 'the', 'platen', 'and', 'means', 'are', 'provided', 'to', 'exert', 'and', 'maintain', 'a', 'pressure', 'in', 'the', 'volume', 'defined', 'by', 'the', 'platen', 'the', 'band', 'and', 'the', 'seal']"
The Point Village  designed by Scott Tallon Walker  will include a shopping center  office premises  a hotel and a cinema ,neutral,"['The', 'Point', 'Village', 'designed', 'by', 'Scott', 'Tallon', 'Walker', 'will', 'include', 'a', 'shopping', 'center', 'office', 'premises', 'a', 'hotel', 'and', 'a', 'cinema']"
Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 ,neutral,"['Tikkurila', 'acquired', 'a', 'majority', 'stake', 'in', 'Kolorit', 'Paints', 'in', 'the', 'autumn', 'of', '2004']"
Following the issue  the new shares will constitute 10 percent of the firm s capital ,neutral,"['Following', 'the', 'issue', 'the', 'new', 'shares', 'will', 'constitute', '10', 'percent', 'of', 'the', 'firm', 's', 'capital']"
HK Ruokatalo produces many turkey products  such as cold cuts ,neutral,"['HK', 'Ruokatalo', 'produces', 'many', 'turkey', 'products', 'such', 'as', 'cold', 'cuts']"
treatment products in Usa  Canada  Mexico  Australia and Brazil Today  Global Research  Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries ,neutral,"['treatment', 'products', 'in', 'Usa', 'Canada', 'Mexico', 'Australia', 'and', 'Brazil', 'Today', 'Global', 'Research', 'Data', 'Services', 'is', 'going', 'to', 'publish', 'several', 'market', 'analyses', 'about', 'the', 'markets', 'for', 'water', 'treatment', 'products', 'in', 'some', 'selected', 'countries']"
These six agreements are the company s first customer acquisitions in India since taking over TVS Electronics  contract manufacturing facility in Jun 2007 ,neutral,"['These', 'six', 'agreements', 'are', 'the', 'company', 's', 'first', 'customer', 'acquisitions', 'in', 'India', 'since', 'taking', 'over', 'TVS', 'Electronics', 'contract', 'manufacturing', 'facility', 'in', 'Jun', '2007']"
YIT acquired investment rights to a 10000 square metre residential project in Yaroslavl and to a 16400 square metre project in Moscow ,neutral,"['YIT', 'acquired', 'investment', 'rights', 'to', 'a', '10000', 'square', 'metre', 'residential', 'project', 'in', 'Yaroslavl', 'and', 'to', 'a', '16400', 'square', 'metre', 'project', 'in', 'Moscow']"
My DWA play up 6 today Im still skeptical Will take profits Not a time cheer,neutral,"['My', 'DWA', 'play', 'up', '6', 'today', 'Im', 'still', 'skeptical', 'Will', 'take', 'profits', 'Not', 'a', 'time', 'cheer']"
More than a third of the original participants dropped out due to nausea and other side effects ,negative,"['More', 'than', 'a', 'third', 'of', 'the', 'original', 'participants', 'dropped', 'out', 'due', 'to', 'nausea', 'and', 'other', 'side', 'effects']"
The Finnish textiles and clothing company Marimekko Corporation  OMX Helsinki  MMO1V  reported on Wednesday  5 November  an operating profit of EUR8 1 m on net sales of EUR59m for the period from January to September 2008 ,neutral,"['The', 'Finnish', 'textiles', 'and', 'clothing', 'company', 'Marimekko', 'Corporation', 'OMX', 'Helsinki', 'MMO1V', 'reported', 'on', 'Wednesday', '5', 'November', 'an', 'operating', 'profit', 'of', 'EUR8', '1', 'm', 'on', 'net', 'sales', 'of', 'EUR59m', 'for', 'the', 'period', 'from', 'January', 'to', 'September', '2008']"
AMZN Going thru the roof needs a sell,positive,"['AMZN', 'Going', 'thru', 'the', 'roof', 'needs', 'a', 'sell']"
Besides  PitProdukt will enter the new segments ,neutral,"['Besides', 'PitProdukt', 'will', 'enter', 'the', 'new', 'segments']"
The podcast  sees Harple provide the lowdown on GyPSii s platform  which takes someone s location and demographic information to produce a contextual index of the world around them ,neutral,"['The', 'podcast', 'sees', 'Harple', 'provide', 'the', 'lowdown', 'on', 'GyPSii', 's', 'platform', 'which', 'takes', 'someone', 's', 'location', 'and', 'demographic', 'information', 'to', 'produce', 'a', 'contextual', 'index', 'of', 'the', 'world', 'around', 'them']"
HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16122008 AT 0930 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna  Finland by transferring the businesses into its wholly owned subsidiaries ,neutral,"['HUHTAMAKI', 'OYJ', 'STOCK', 'EXCHANGE', 'RELEASE', '16122008', 'AT', '0930', 'Huhtamaki', 'Oyj', 'has', 'resolved', 'to', 'clarify', 'the', 'Group', 'structure', 'by', 'separating', 'the', 'Foodservice', 'and', 'Consumer', 'Goods', 'businesses', 'in', 'its', 'production', 'unit', 'in', 'Hameenlinna', 'Finland', 'by', 'transferring', 'the', 'businesses', 'into', 'its', 'wholly', 'owned', 'subsidiaries']"
In 2010  the Marimekko Group s net sales were EUR 73297 thousand  EUR 72473 thousand  and operating profit was EUR 8169 thousand  EUR 6291 thousand  ,neutral,"['In', '2010', 'the', 'Marimekko', 'Group', 's', 'net', 'sales', 'were', 'EUR', '73297', 'thousand', 'EUR', '72473', 'thousand', 'and', 'operating', 'profit', 'was', 'EUR', '8169', 'thousand', 'EUR', '6291', 'thousand']"
Currently  the company foresees its pretax profit to remain below the 2009 level when it reached EUR 700000 USD 934000  compared with previous projections of a slightly better pretax profit ,negative,"['Currently', 'the', 'company', 'foresees', 'its', 'pretax', 'profit', 'to', 'remain', 'below', 'the', '2009', 'level', 'when', 'it', 'reached', 'EUR', '700000', 'USD', '934000', 'compared', 'with', 'previous', 'projections', 'of', 'a', 'slightly', 'better', 'pretax', 'profit']"
Ahlstrom s share is quoted on the NASDAQ OMX Helsinki ,neutral,"['Ahlstrom', 's', 'share', 'is', 'quoted', 'on', 'the', 'NASDAQ', 'OMX', 'Helsinki']"
11 August 2010  Finnish measuring equipment maker Vaisala Oyj HEL  VAIAS said today that its net loss widened to EUR4 8 m in the first half of 2010 from EUR2 3 m in the corresponding period a year earlier ,negative,"['11', 'August', '2010', 'Finnish', 'measuring', 'equipment', 'maker', 'Vaisala', 'Oyj', 'HEL', 'VAIAS', 'said', 'today', 'that', 'its', 'net', 'loss', 'widened', 'to', 'EUR4', '8', 'm', 'in', 'the', 'first', 'half', 'of', '2010', 'from', 'EUR2', '3', 'm', 'in', 'the', 'corresponding', 'period', 'a', 'year', 'earlier']"
In Finland  snow storms brought trees down on power lines  cutting off electricity for some 2000 households ,negative,"['In', 'Finland', 'snow', 'storms', 'brought', 'trees', 'down', 'on', 'power', 'lines', 'cutting', 'off', 'electricity', 'for', 'some', '2000', 'households']"
AB InBev to sell more SAB assets as seeks EU deal approval,neutral,"['AB', 'InBev', 'to', 'sell', 'more', 'SAB', 'assets', 'as', 'seeks', 'EU', 'deal', 'approval']"
Okmetic closed its plant in Espoo in early 2004  and all production lines from the site were moved to Okmetic s plants in Vantaa  Finland and Texas  USA ,neutral,"['Okmetic', 'closed', 'its', 'plant', 'in', 'Espoo', 'in', 'early', '2004', 'and', 'all', 'production', 'lines', 'from', 'the', 'site', 'were', 'moved', 'to', 'Okmetic', 's', 'plants', 'in', 'Vantaa', 'Finland', 'and', 'Texas', 'USA']"
Preparing for a Breakout Trade in Netflix NFLX  httpstcoCzHIX3tuAG  httpstcoz1qb9xa4LD,positive,"['Preparing', 'for', 'a', 'Breakout', 'Trade', 'in', 'Netflix', 'NFLX', 'httpstcoCzHIX3tuAG', 'httpstcoz1qb9xa4LD']"
Community gardening has become a popular activity  especially to raise vegetables ,neutral,"['Community', 'gardening', 'has', 'become', 'a', 'popular', 'activity', 'especially', 'to', 'raise', 'vegetables']"
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces ,neutral,"['Martela', 'is', 'a', 'front', 'runner', 'in', 'providing', 'innovative', 'solutions', 'and', 'customer', 'service', 'Martela', 'designs', 'and', 'supplies', 'interior', 'solutions', 'for', 'working', 'environments', 'and', 'public', 'spaces']"
ELN longscongratsanother HOD,positive,"['ELN', 'longscongratsanother', 'HOD']"
Upon establishment  the plan is directed to approximately 20 persons ,neutral,"['Upon', 'establishment', 'the', 'plan', 'is', 'directed', 'to', 'approximately', '20', 'persons']"
In October  UPM reported a thirdquarter net loss of euro86 million  110 million compared with a net profit of euro120 million in 2007 ,negative,"['In', 'October', 'UPM', 'reported', 'a', 'thirdquarter', 'net', 'loss', 'of', 'euro86', 'million', '110', 'million', 'compared', 'with', 'a', 'net', 'profit', 'of', 'euro120', 'million', 'in', '2007']"
RFID  Radio Frequency Identification  is a method of socalled intelligent transport  whereby information can be read and saved remotely ,neutral,"['RFID', 'Radio', 'Frequency', 'Identification', 'is', 'a', 'method', 'of', 'socalled', 'intelligent', 'transport', 'whereby', 'information', 'can', 'be', 'read', 'and', 'saved', 'remotely']"
It is Estonia s secondlargest meat processing company by market share  according to AC Nielsen s 2008 data  13 percent  ,neutral,"['It', 'is', 'Estonia', 's', 'secondlargest', 'meat', 'processing', 'company', 'by', 'market', 'share', 'according', 'to', 'AC', 'Nielsen', 's', '2008', 'data', '13', 'percent']"
Oil majors like Royal Dutch Shell Chevron BP fail to find reserves to counter ,negative,"['Oil', 'majors', 'like', 'Royal', 'Dutch', 'Shell', 'Chevron', 'BP', 'fail', 'to', 'find', 'reserves', 'to', 'counter']"
In the Baltic countries  development of operations and reorganisation continued  and nonrecurring items related to the takeover process lowered earnings ,negative,"['In', 'the', 'Baltic', 'countries', 'development', 'of', 'operations', 'and', 'reorganisation', 'continued', 'and', 'nonrecurring', 'items', 'related', 'to', 'the', 'takeover', 'process', 'lowered', 'earnings']"
Operating profit for the ninemonth period decreased from EUR19 9 m while net sales increased from EUR155 7 m  as compared to the corresponding period in 2007 ,neutral,"['Operating', 'profit', 'for', 'the', 'ninemonth', 'period', 'decreased', 'from', 'EUR19', '9', 'm', 'while', 'net', 'sales', 'increased', 'from', 'EUR155', '7', 'm', 'as', 'compared', 'to', 'the', 'corresponding', 'period', 'in', '2007']"
The plant will be fired with a combination of spruce bark  chipped logging residues or milled peat ,neutral,"['The', 'plant', 'will', 'be', 'fired', 'with', 'a', 'combination', 'of', 'spruce', 'bark', 'chipped', 'logging', 'residues', 'or', 'milled', 'peat']"
3 January 2011  Scandinavian lenders Sampo Bank  HEL  SAMAS   Pohjola Bank  HEL  POH1S  and Svenska Handelsbanken  STO  SHB A  have provided a EUR160m  USD213m  line of credit to Lemminkainen Oyj  HEL  LEM1S   the Finnish construction firm said on Friday ,neutral,"['3', 'January', '2011', 'Scandinavian', 'lenders', 'Sampo', 'Bank', 'HEL', 'SAMAS', 'Pohjola', 'Bank', 'HEL', 'POH1S', 'and', 'Svenska', 'Handelsbanken', 'STO', 'SHB', 'A', 'have', 'provided', 'a', 'EUR160m', 'USD213m', 'line', 'of', 'credit', 'to', 'Lemminkainen', 'Oyj', 'HEL', 'LEM1S', 'the', 'Finnish', 'construction', 'firm', 'said', 'on', 'Friday']"
Operating loss before nonrecurring items was EUR 09 mn  compared to a profit of EUR 115 mn in 2008 ,neutral,"['Operating', 'loss', 'before', 'nonrecurring', 'items', 'was', 'EUR', '09', 'mn', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '115', 'mn', 'in', '2008']"
Earnings per share were EUR 004 006 ,neutral,"['Earnings', 'per', 'share', 'were', 'EUR', '004', '006']"
The company confirmed its estimate for lower revenue for the whole 2009 than the yearago EUR93 9 m as given in the interim report on 5 August 2009 ,neutral,"['The', 'company', 'confirmed', 'its', 'estimate', 'for', 'lower', 'revenue', 'for', 'the', 'whole', '2009', 'than', 'the', 'yearago', 'EUR93', '9', 'm', 'as', 'given', 'in', 'the', 'interim', 'report', 'on', '5', 'August', '2009']"
The company said it estimates to make a slight profit thanks to costcutting measures ,positive,"['The', 'company', 'said', 'it', 'estimates', 'to', 'make', 'a', 'slight', 'profit', 'thanks', 'to', 'costcutting', 'measures']"
GlaxoSmithKline set to complete 20 billion Novartis asset swap next week,positive,"['GlaxoSmithKline', 'set', 'to', 'complete', '20', 'billion', 'Novartis', 'asset', 'swap', 'next', 'week']"
SvyturysUtenos Alus  which is controlled by the Nordic group Baltic Beverages Holding  BBH   posted a 47percent growth in beer sales for JanuaryMay to 4622 million litres ,positive,"['SvyturysUtenos', 'Alus', 'which', 'is', 'controlled', 'by', 'the', 'Nordic', 'group', 'Baltic', 'Beverages', 'Holding', 'BBH', 'posted', 'a', '47percent', 'growth', 'in', 'beer', 'sales', 'for', 'JanuaryMay', 'to', '4622', 'million', 'litres']"
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 045 during the subscription period which ends on 31 December 2013 ,neutral,"['Each', 'option', 'right', 'entitles', 'the', 'holder', 'to', 'subscribe', 'for', 'one', 'new', 'share', 'at', 'a', 'subscription', 'price', 'of', 'EUR0', '045', 'during', 'the', 'subscription', 'period', 'which', 'ends', 'on', '31', 'December', '2013']"
