Sentence,Sentiment
rebuilds designed improve machine performance product quality,positive
Operating profit excluding nonrecurring item totalled EUR 22 mn EUR 27 mn corresponding period 2008,neutral
Goodwill intangible asset account 20 mln euro 26 mln purchase price 20 pct payable Aspo share,neutral
center offer comprehensive range device design service spanning electronics mechanic software design full range testing laboratory service,neutral
order part longterm development plan Latvijas Finieris,neutral
Goodwin face Scottish prosecution RBS,positive
Reported operating margin negative 59,neutral
Mformation provides enhanced management application enabling configuration control throughout lifecycle,neutral
TeliaSonera TLSN said offer line strategy increase ownership core business holding would strengthen Eesti Telekom offering customer,positive
report profile 614 company including many key niche player worldwide Black Decker Corporation Fiskars Corporation Fiskars Brands Inc Husqvarna Outdoor Products Inc KS Group Ryobi Technologies Inc Scotts MiracleGro Company Van Group Inc,neutral
decision sale issued existing treasury share YA Global made yet,neutral
Profitability EBIT 136 compared 143 Q2 2009,negative
fourth quarter saw Rapala swing back pretax profit 15 mln eur year earlier loss 12 mln back 30 pct uplift sale 448 mln eur stronger performance North America,positive
huge issue u button placement,neutral
Hammerson JV Partner secure ownership Irelands Dundrum Quick Facts,positive
split number K share 9 540 000 number share 26 885 540,neutral
Notable gainer among liquid option name morning include STX 70 NEM 46 WDC 42 X 41 GME 34,positive
Locked FB put nice gain,negative
Baltic country development operation reorganisation continued nonrecurring item related takeover process lowered earnings,neutral
equipment made Vaahto plant Hollola Finland delivery scheduled first quarter 2009,neutral
According Gallup Food Farm Facts beef consumption totaled 99mn kilo Finland 2007,neutral
profit tax EUR 577 111 million,neutral
Passenger volume rose 84 accounting period,positive
board machine wire width 625 design speed 900 mmin produce close 1400 tonne folding boxboard per day,neutral
Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki ORNAV said Wednesday 7 January concluded personnel negotiation Finland reduce number personnel 205,negative
Taking cue playbook East Dillon Lions created special team heavyhitting style player bootcut jean tummy top course cowboy boot,neutral
FB 11020 starting show relative strength sign potential BO daily,positive
April 2010 Olvi range cider expand strawberryrhubarb applepear cider green bottle new shape,neutral
Jensen Njastein Mike Critch head Dovre North America business unit report Toivola,neutral
Miners Meltdown BHP Rio Tinto Sink Commodities Rout,negative
appeal concerning project lodged Czech Ministry Environment,neutral
energy still failing close 10D continues stand weak XLE,negative
According Latvian business register Uponor Latvia closed red LVL 99000 EUR 13953817 USD 19455648 turnover LVL 2346 mn 2009,negative
aapl Test high today probably go beyond hour,positive
stock rose third day Tuesday bringing threeday rise GBX10 50 18,positive
SBUX downgraded neutral Deutsche Bank Price target reduced 64 70,negative
KGC httpstksco3Qta Oversold falling wedge positive divergence place launch pad looking bounce,positive
Finnish publisher Alma Media HEL ALN1V said Wednesday decided extend EUR1 85 USD2 75 apiece mandatory tender offer medium group Talentum HEL TTM1V started 19 August 16 November,neutral
Tyrvinen opinion airline repeating time already however,neutral
ROST Ross Stores Upgraded Outperform RBC Capital Markets httpstkscoj0Q9t,positive
AB InBev approach SABMiller explore 250bn tieup,positive
Finnish Food Workers Union SEL plan hasten collective bargaining twoday strike would begin 7 April 2010 Finland,neutral
customer include local company Slo Oy Kiilto Oy Toptronics Oy Normark Suomi Oy Pellonpaja Oy Mansner Oy,neutral
number customer one important parameter determining price electricity network,neutral
RIG who ever pushing crazy get ready suspended dividend turning growth stock blow earnings major buyback lol,neutral
HAL bull lucky enuff get upside gap fill better take Wouldnt chase httpstkscor12Us,neutral
Vanhanen said strike would extremely damaging 1300 participant reporter begin arrive Finland oneday EU summit Russian President Vladimir Putin Lahti 100 kilometer 60 mile north Helsinki,negative
moderate significant change resulted significant 2432 reduction estimated CVD risk,positive
Sales midstrength beer decreased 40,negative
FSecure Online Backup automatically protects content stored computer smartphone making copy content online location,neutral
Dealers said share largely hit investor disappointment refining margin 948 usd per barrel quarter performance shipping unit saw EBIT drop 5 mln eur 20 mln eur year amid fall volume tanker rate,neutral
longstanding partnership commitment enable party develop respective operation ESL Shipping also opportunity update fleet improve efficiency,positive
Nokia bought Chicagobased Navteq 2008 acquiring map database compete Google map well navigation device company TomTom NV Garmin Ltd,positive
Finnlines six ship construction China delivery scheduled first quarter 2011 final quarter 2012,neutral
Elektrobit EB renewed infrastructure contract ICT service provider Fujitsu Services EB Patja service,positive
core Solidium investment strategy proper value enhancing asset management current holding,positive
Finnish steel maker Rautaruukki Oyj HEL RTRKS Ruukki said today net loss contracted EUR 49 million USD 682 first nine month 2010 EUR 229 million period year ago,positive
commission said hydrogen peroxide PBS market worth 470 million euro 2000,neutral
UPDATE EasyJet Passenger Numbers Aer Lingus Traffic February,positive
Operating profit 12month period decreased EUR17 9 net sale increased EUR58 3 compared 2007,negative
facade Riga 8 March 2010 Finnish construction company YIT Oyj HEL YTY1V said today build frame facade tower construction project Riga,neutral
Bunzl Lifts Dividend Acquisitions Continue Boost Profits,positive
Operating profit surged EUR21m EUR106 000,positive
Nordea chairman board Hans Dalborg informed nomination committee reelection Annual General Meeting 2011,neutral
Belarus OAO Lidskoe Pivo brewery based Grodno Region reported 11 decrease output 1045 million decaliter JanuaryMarch 2010 representative administration company told,negative
ASTX Daily technical indicator bullish Breakout watch 458 httpstkscoeOvw,positive
contract allotted per lowest price criterion,neutral
high court Finland fined seven local asphalt company lion 117 million operating cartel,neutral
Sales expected increase end year 2006 however,positive
contract employee 96 bluecollar worker ended March August 2011,neutral
low capacity utilisation rate steel production considerably increase fixed cost per unit steel produced,negative
group turnover full fiscal year expected show slight increase previous fiscal year,positive
Operating profit decreased nearly EUR 17 mn however,neutral
Finnish Cargotec Kalmar received significant order US Department Defense,positive
Earnings per share EPS amounted EUR1 37 EUR2 30,negative
brcm raise revenue forecast,positive
spokesperson told WWD expect 5050 mix clothing home decor,neutral
Nokia Calling Innovators Africa competition specifically launched enable developer create locally relevant bestofbreed mobile application,positive
Net sale surged 30 EUR 36 million,positive
authorisation force end next Annual General Meeting repeal authorisation acquire share given General Meeting held April 4 2007,neutral
Poyry contract includes engineering management civil detail engineering service time scheduling procurement service,neutral
value order EUR 700000,neutral
company operates business two reportable segment including Banking Investment Services NonLife Insurance,neutral
order includes new Crecent former headbox reel,neutral
combined value planned investment EUR 30mn,neutral
following information released Comptel Tomorrow Chairman Federal Communications Commission scheduled deliver National Broadband Plan Congress,neutral
Operating profit operation Finland period review totaled EUR 113 mn remaining 2005 level,neutral
Mreal Corporation Press release 3 November 1035 Mreal Corporation second best company material sector including eg forest industry company Carbon Disclosure Leadership Index CDLI Nordic Report 2009,positive
Ingen established medical device manufacturer emerging new medical product line respiratory market worth estimated 4 billion US 8 billion globally,neutral
Operating loss totaled EUR 08 mn compared profit EUR 05 mn,neutral
Scanfil system supplier contract manufacturer communication sector give notice 20 productional employee temporarily lay 15 employee company plant Sievi Finland,negative
Alfa group 439 voting stock new company Telenor 354 free float 207,neutral
Kingfisher share price slide cost implement new strategy,negative
Profit tax decreased EUR 316 mn EUR 500 mn year,negative
8600 time investment fully leased several tenant,neutral
company owned State Finland European Aeronautic Defense Space Company EADS NV Tekla international software company provides solution building construction energy distribution municipality,neutral
CSX another strong rail today breaking intraday resistance 1980 httpstcoeA4FBVuqGP,positive
data processing unit collect data calculates RVR value provides data user via various interface,neutral
addition Russia seek additional growth Ukraine,positive
aim increase sale least one fifth 2006,positive
Rohwedder Group automotive supply telecommunication electronics industry provider customer Europe North America Asia,neutral
According HK Ruokatalo almost meat used company come Finland,neutral
number bodily injury case quadrupled 20002006,neutral
Finland snow storm brought tree power line cutting electricity 2000 household,neutral
acquisition price disclosed,neutral
Scanfil also issued profit warning,neutral
acquisition part Ramirent Central Eastern European growth strategy,neutral
UPM said move lower net profit x20ac 385 million US 520 million second quarter mainly due impairment charge,negative
poorest index figure given Finnish power company Fortum 45,neutral
company intends launch housing development acquired land plot construct 5000060 000 square metre housing per annum 2011,neutral
Seppala transferred sale greater extent last year February reflected January sale figure,neutral
AB InBev ups offer SABMiller deadline loom,positive
contract employee 96 bluecollar worker ended March August 2011,negative
Stora Enso target cut EUR 485 EUR 555 Holmen target SEK 135 SEK 150,neutral
condition deal Savcor Alfa bought Photonium Akseli Lahtinen Inc business operation prior deal,neutral
SPY Dont hang bull hat yet Next week pop higher QE3 hope back fed 2 day meeting,positive
Consolidated operating profit continuing operation decreased 623 EUR 512 mn EUR 1357 mn 2007,negative
share shall repurchased public trading reason share repurchased otherwise proportion holding shareholder,neutral
airline estimated cancellation flight due closure European airspace process recommencing traffic caused company loss EUR20m including cost stranded passenger accommodation,neutral
transaction double Tecnomens workforse add fourth net sale,positive
warmly welcome Satama state Jussi Lansio chairman Board,positive
WebMarela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery,neutral
Cargotec brand Hiab Kalmar MacGREGOR global market leader field solution used land sea wherever cargo move,neutral
Lnnen Tehtaat Food Division reorganised two strategic business unit Apetit Frozen Foods Jams Apetit Fish,neutral
TWTR sad thing move takeover rumor sold next day,negative
wellknown brand include fitness equipment maker Precor US based ball sport equipment maker Wilson,neutral
Z Bavelloni longstanding MD Dino Bavelloni retired end 2005,neutral
seller EOSS Innovationsmanagement group private individual,neutral
Net sale went 1 yearonyear EUR 29 million affected business acquisition realized previous financial period effect EUR 51 million review period,positive
result company decided implement fixedterm temporary layoff,negative
uncertainty cloud longterm outlook,negative
Elcoteq expects net sale last quarter 2010 level third quarter,neutral
company annual loss amounted EEK 18mn compared profit EEK 73 mn 2008,negative
mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line,neutral
Aktia forecast Finland inflation 11 2010,neutral
KONE listed Nordic Exchange Helsinki,neutral
Finnish fibrebased material maker Ahlstrom Corp HEL AHL1V said today decided close spunlace composite production line number 23 Chirnside plant UK end March 2011,neutral
Subjectmatter invention furthermore use cyclone separating partly molten particle,neutral
Rautaruukki said construction group YIT awarded 25 mln eur contract supply steel structure new bridge spanning Kemijoki river Northern Finland,positive
Long TSLA short MBLY httpstcojSpUSzo6na,positive
Also Technopolis plan build 100 million euro technology park special economic zone Neudorf St Petersburg St Petersburg government said February,neutral
Lassila Tikanoja operating profit excluding nonrecurring imputed item second quarter EUR11 3 EUR13 8 year ago,negative
Castecka said town hall would hold talk investor interested zone,neutral
technology become available business fourth quarter Nokia said,neutral
London open Taylor Wimpey Ashtead drive market higher Barclays fall,positive
BULLISH Engulfing COCA COLA httpstkscofYCo KO,positive
study designed enable formal statistical evaluation therapeutic activity company said,neutral
Upon completion transaction Metso stake amount 60,neutral
Mika Stahlberg VP FSecure Labs said excited proud FSecure recognized AVComparatives Product Year,positive
MADISON Wis Feb 6 PRNewswire Fiskars announces United States Patent Trademark Office granted trademark registration color orange iconic scissor handle,positive
company existing investment plan coordinated,neutral
NDX component Tesla announced recalling 2700 Model X SUVs TSLA,negative
Finnish messaging solution developer Tecnomen Corporation OMX Helsinki TEM1V said Thursday 11 December received expansion order Convergent Charging solution Latin America,positive
Operating profit improved 399 EUR 180 mn EUR12 8 mn,positive
value contract EUR 27mn,neutral
party therefore agreed leave Avena deal,neutral
company also supplied 200 MW power generating equipment number project Papua New Guinea including 12 engine Wartsila 32 type Lihir Gold,neutral
addition fireplace export demand lining stone exceeded level earlier part year continue clearly brisker remainder year,positive
Companies Thetrainlinecom announces arrival London IPO,positive
Flurry Analytics spokesperson said measuring Windows Phone 7 data week firm doublechecked data make sure 66 per cent rise aberration,neutral
Pharmaceuticals Italy brandnew market analysis give clear overview actual situation future outlook pharmaceutical market Italy,neutral
Swedbank share hardest hit Swedish bank ongoing international financial crisis,neutral
Growth strongest FSecure operator ISPs mobile operator cable operator business,positive
Talvik say relocation application program server continue HP server approved HP supplying tailormade solution Elisa,neutral
Gunneflo responsible OriolaKD Pharmaceutical Trade business Sweden,neutral
Samsung currently occupies third place lost ground quarter dropping 18 111 share overall,negative
Last week Finnish metal technology group announced plan sell 80 percent technology unit company strategic goal becoming world largest stainless steel maker,positive
second quarter 2010 group net profit rose EUR 31 million EUR 25 million AprilJune 2009,positive
Travel expense would reimbursed accordance travel policy company,neutral
Pretax profit totalled EUR 808 mn compared loss EUR 131 mn corresponding period 2009,positive
11 August 2010 Finnish measuring equipment maker Vaisala Oyj HEL VAIAS said today net loss widened EUR4 8 first half 2010 EUR2 3 corresponding period year earlier,neutral
Supreme Court Upholds 236 Million Jury Award ExxonMobil,negative
price Kesko share 10 mln euro 155 mln recognize gain 40 mln euro 62 mln disposal included result second quarter 2008,positive
purchase sum EUR 10mn US 1297 mn,neutral
purpose action ensure company cost effectiveness year near future,positive
food trade sale amounted EUR320 1 decline 11,neutral
Long PCLN,positive
company expects net sale whole 2007 EUR 950mn1 000 mn,neutral
Apple Inc RipRoaring Rally Beginning AAPL InvestorPlace AAPL httpstcojrcFC8XlY9,positive
Purchase 12MP snapper nothing else,neutral
Upon completion deal Panostaja establish new business area within group focus heat treatment metal,neutral
Diageo Sells Ryder Cup Venue Gleneagles Hotel Ennismore Group,positive
Master Business Administration MBA,neutral
RT joemccann correleation dollar index SPY simply amazing DX find support SPY retreat like clockwork,negative
Profit tax totaled EUR 121 mn,neutral
Operating loss totalled EUR 40 mn compared profit EUR 86 mn second quarter 2008,negative
Finnish Scanfil system supplier contract manufacturer communication sector electronics industry report net sale totalled EUR 947 mn first half 2010 EUR 995 mn first half 2009,negative
Whitbread buy 49 stake Pure food chain,positive
separating side business able faster expand develop Tapro retail network,positive
Sudden optimism iPhone sale ie bad expected give Apple AAPL lift httpstcooKTCw4YiB5,positive
According company addition normal seasonal fluctuation market situation weakened autumn 2008,neutral
company previous estimate lower revenue yearago EUR 939 million,negative
Operating loss totalled EUR 127 mn compared profit EUR 177 mn first half 2008,negative
According Scanfil demand telecommunication network product fluctuated significantly third quarter 2006 situation expected remain unstable rest year,negative
stock hit profit warning Finnish rival Rautaruukki Oyj OMX RTRKS,negative
Net sale Finnish Sanoma Learning Literature Finnish medium group Sanoma decreased 36 JanuaryJune 2009 totalling EUR 1628 mn EUR 1688 mn corresponding period 2008,negative
Arto Ryymin born 1964 replace Juhani Kaisanlahti worked acting EVP Healthcare Welfare since August 2007,neutral
TXRH report Q1 EPS 037 versus estimated 035 beating 002 EPS 19 quarter last year,positive
Megaas2000 AAPL McDonalds big GROWING success year BigMac Apple update improbe Iphone Ipad,positive
acquisition considerably increase Kemira sale market position Russian metal industry coating market,positive
Remote Radio head module available 4W power 25 GHz 35 GHz TDD frequency band,neutral
Finnish forest machinery manufacturer Ponsse net sale grew EUR 513 mn first quarter 2010 EUR 375 mn corresponding period 2009,positive
lowering price u competitor show real estate market stabilised returned balance apartment acquiring fair price eye client,positive
Satama net profit third quarter 2007 rose 275000 euro 395000 270000 euro 388000 period 2006,positive
natural source isoprene tree specie Hevea brasiliensis also known rubber tree,neutral
According Finnair Technical Services measure due employment situation,neutral
would huge process,neutral
GPRO 25 since Tue morning,negative
LONDON AFX Shares Rautaruukki Corp upgraded hold sell ABN Amro price target raised 2575 eur 145 said dealer,positive
Operating profit decreased EUR 16mn EUR 211 mn 2008,negative
Costanza light aluminum base washable shade come white pistachio orange blue red,neutral
solution installed USA support North American operation customer,neutral
LSC 30 employee move Ixonos existing status benefit,neutral
Raffles Equities Ltd became substantial holder Archer Exploration Ltd January 12 117 million share 182 pc,neutral
Finnish Bank land report operating profit fell EUR 49 mn third quarter 2007 EUR 56 mn third quarter 2006,neutral
Baird Upgrades Tesla Motors TSLA Outperform httpstco1FA6aTOqlw,positive
Raute said order worth around 15 mln eur supply several plywood production line mill operated Russian wood product company Sveza Group,positive
Metso Oyj said sold spreader roll manufacturing business related asset town Nokia southern Finland group Finnish investor operate business name Finbow Oy,neutral
combined value order EUR 45mn,neutral
Tekla Group net sale 2006 approximately 50 million euro operating result 136 million euro,neutral
Kai Tulonen Chief Technology Officer SysOpen Digia say using Corporate Phonebook inside SysOpen Digia extensively since last fall satisfied result,positive
Enclosed Affecto call Extraordinary General Meeting held July 10th main agenda approve authorization Board proposed share issue related Component Software acquisition elect Haakon Skaarer Affecto board,neutral
Earnings per share EPS 2005 decreased EUR1 87 EUR1 89 2003,negative
July 2 2007 market cap segment updated according average price May 2007,neutral
RECZakaria Monday Bulls Stock Ticker Michael James Ent pick SBUX GVP NKE,positive
Group aim increase net sale comparable operating profit 2006,positive
Cencorp net sale first quarter estimated EUR091 2 compared EUR4 5 first quarter 2008,negative
paper mill central Maine town Madison soon new owner,neutral
offer 30 million share aimed raise x20ac 500 million US 640 million expected completed Oct 9 Outokumpu said,neutral
Efore result last quarter showed even faster improvement company managed better source component,positive
company design manufacture market highquality clothing interior decoration textile bag accessory,neutral
CDP established initiative institutional investor however annually published result also interest increasing number customer interest group reporting company,neutral
accordance strategy strengthened local presence establishing representative office South Africa October,positive
Casinos red bell LVS 075 WYNN 047 WYNN 047 unusual comibinations whats running whats red bell,negative
EPS quarter came 036 eur 033 eur year ago ahead forecast 033 eur,positive
accordance term condition Alma Media 2006 option program share subscription price 2006A option right EUR 488 per share book countervalue EUR 060 per share,neutral
company make marketing sale investment initiated 2009 even efficient 2010,positive
EBIT totalled EUR 144 mn compared loss EUR 03 mn corresponding period 2009,positive
Orion net profit third quarter 2007 decreased 365 mln euro 521 mln 403 mln euro 575 mln year earlier,negative
OMX Helsinki 25 ended 047 pct lower 315055 OMX Helsinki 021 pct 1073642 1523 bln eur turnover,neutral
Basware Connectivity service allow company handle purchase pay process online make internal process efficient said CEO Ilkka Sihvo Basware Corporation,positive
time profit company increased 10 H1 reached Ls 79000,positive
mill capacity produce 500000 tonne pulp per year,neutral
Operating profit totalled EUR 70 mn loss EUR 40 mn second quarter 2009,positive
Stockoptionexpert MAT 6 big trader added 10000 April put contract 3 day ago httpstkscoc1Ols,negative
SysOpen Digia Plc Press release 7 February 2006 IBM Finland rewarded distinguished partner company 2005,positive
Diluted earnings per share EPS rose EUR 029 EUR 005,positive
gakrum nice chart show distinctive channel dip see bottom SPY 150 130,negative
share subscription period expire 30 September 2007,neutral
ENBCA HeadShoulders bullish reversal setup breakout Oil Gas Pipleline stock USO,positive
Severn Trent share price rise first half profit inch customer,positive
Name Company holding acquired Citycon Oyj 2,neutral
Aldata Solution Oyj Thomas Hoyer CFO information Aldata Solution Oyj Thomas Hoyer CFO tel 358 45 670 0491 Aldata brief Aldata Solution one global leader supply chain software retail wholesale logistics company,neutral
easyJet lead Britains FTSE lower global bond rout resume,negative
Production scheduled start end April 2007,neutral
Asia earlier Japan Nikkei index fell 062 percent Hong Kong Hang Seng Index rose 056 percent,neutral
Fiskars 360yearold global business best known orangehandled scissors expects derive synergy EUR5 million year consolidating certain part housewares division two compete,positive
Every partner allowed buy quantity electricity corresponding share consortium production cost letter intent said,neutral
Board established Remuneration Committee following member Sari Baldauf Chairman Tapio Hintikka Heikki Westerlund addition Board decided appoint Nomination Committee later stage,neutral
method utilises waterborne Ultra product giving protection wooden surface industrial painting process whereby two layer top coat applied exterior wooden panel board without separate primer,neutral
Berkshire seek boost Wells Fargo stake 10 percent,positive
agreement provide Switch double converter capacity whilst opening manufacturing location China,positive
Due Pirkka beer Olvi brewery Iisalmi moving 7day 24hour work shift,neutral
Metsaliitto sell 11 million B share Neomarkka accounting 183 pct Neomarkka equity 127 pct voting right,neutral
huge bridge girder delivered site plant Ylivieska Finland,neutral
Von Koskull oversee new unit Nordea brings together corporate merchant banking financial institution capital market product division,neutral
Thanks multiplying effect wagon performance transport much efficient say development manager Juha Malkia VR Cargo,positive
According notice Skandinaviska Enskilda Banken AB publ Helsinki Branch 10 August 2009 divested total 11958000 Alma Media share IlkkaYhtyma Oyj Kaleva Kustannus Oy condition agreement made company 1 July 2009 fulfilled,neutral
Line 4 run fully underground comprise 10 station executed two implementation stage,neutral
Finnish supplier BSSOSS VAS telecom operator Tecnotree received expansion order worth total US 73 mn convergent charging next generation messaging solution Latin America company announced without specifying operator placed order,positive
Q1 2010 18 May 2010 Finnish electrical component maker Salcomp Oy HEL SAL1V said today turned net profit EUR1 6 first quarter 2010 versus loss EUR2m corresponding period last year,positive
second variant offer complete final finishing selected apartment foreign high quality material Finland Denmark Germany France,neutral
Net profit period 2006 x20ac 172 million,neutral
Breaking 52 week high timing look great AHS BABY POST IGE IRDM EWBC PHYS ULTA VNET BIV httpstco11K8JzuzMU,positive
repurchase shall decrease distributable capital reserve,neutral
STX move bottom still bear market datasecurity EMC SNDK WDC httpstcoVkYdWPxeSN,negative
organization member Russian auto sector union MPRA become active since Tikkurila acquired Russian paint company Kraski Teks 2006,neutral
new share entitle holder dividend fiscal 2006,neutral
EBITDA year 2009 improved EUR484m compared EUR472m 2008,positive
Finnish Talentum report operating profit increased EUR 205 mn 2005 EUR 93 mn 2004 net sale totaled EUR 1033 mn EUR 964 mn,positive
operating profit turnover threemonth period increased respectively EUR0 9 EUR8 3 compared corresponding period 2005,positive
bridge 12 km long located Anasmotet road E20 new traffic junction Marieholm road E45,neutral
Finnish electronics manufacturer PKC Group Oyj OMX Helsinki PKC1V said Wednesday 31 December completed acquisition MAN Nutzfahrzeuge AG cable harness business MAN Star Trucks Buses Spolka zoo Poland,positive
Veidekke headquartered Oslo Norway Scandinavian construction property development group 6350 employee Norway Sweden Denmark annual turnover NOK16 4 bn,neutral
member partner use mostly apparent increased efficiency result service observes Perttu Puro Tradeka,positive
Protalix developing genetically engineered protein plant cell,neutral
Decisions made quickly possible,neutral
CAT hangin thread 1click away cliff drop Needs follow snapback VIX,negative
incident happened 230 pm Avenue 192 Road 196,neutral
Verizon ATT accused hurting rival,negative
CHF great product,positive
1411 CET ArcelorMittal lost 726 EUR 1738 Euronext Paris coming lead bluechip faller,neutral
cooperation airBaltic expected lead transfer Finncomm ownership airBaltic time,neutral
Loaded bsx yesterdaylooking good Still think way upside downside,positive
Lemminkainen Group headquartered Helsinki Finland operates sector construction industry civil engineering building contracting technical building service building material industry,neutral
power supply DC power system inverter designed manufactured Efore system incorporating used many different application,neutral
Pertti Ervi independent Company major shareholder,neutral
parallel TeliaSonera decided conduct compulsory acquisition,neutral
cut frequency New York last year explains fall said,neutral
Mr Ashley deputy executive chairman Sports Direct sold 43pc stake company pound 900m time float,neutral
Exel Composites longterm growth prospect remain favourable however,positive
combining existing solution single platform Comptel said reduced cost deployment,positive
Shell share price Standard Life announce position BG acquisition,negative
SABs Chairman Digs Board Divided InBev Offer,neutral
company said sale three month end March slid EUR86 4 US 1134 EUR91 2 last year,negative
TROW Ascending triangle give bullish bias chart Breakout 84 positive httpstkscog0ls5,positive
total scope project 38000 square metre valued total around EUR75m,neutral
Net interest income increased 45 EUR 314 mn EUR 300 mn 2004,positive
addition existing service counter area reception hall rebuilt access provided local rail connection,neutral
HELSINKI AFX KCI Konecranes said raised stake MMH Holdings Inc owner USbased Morris Materials Handling 909 pct 745 pct,positive
CUT Bring outdoors birchbranch coaster,neutral
Consolidated operating profit continuing operation decreased 623 EUR 512 mn EUR 1357 mn 2007,neutral
contract value amount EUR 24 million,neutral
Net sale Finnish food industry company Lnnen Tehtaat continuing operation increased 13 2008 EUR 3491 mn EUR 3096 mn 2007,positive
acquisition Kaupthing Sverige bring significant positive nonrecurring addition group performance,positive
ADP News Nov 5 2008 Finnish electronic measurement product solution maker Vaisala Oyj OMX VAIAS said today net profit rose EUR 18 million USD 231 first nine month 2008 EUR 1,positive
Renesas Mobile Europe Ltd approximately 470 employee Oulu,neutral
Selfservice automation bigger role Fujitsu global resource exploited effectively,positive
Group profit tax EUR 02 78 million,neutral
permanent magnet generator power converter today preferred solution new wind turbine design company said,neutral
Finnish Rautaruukki awarded contract supply install steel superstructure Partihallsfrbindelsen bridge Gothenburg Sweden,positive
fair value CapMan Plc investment 30 September 2008 amounted MEUR 598,neutral
UPDATE Barclays Expects Gain Settling Lehman Bros Trustee,positive
ST PETERSBURG Oct 14 PRIMETASS Finnish tire producer Nokian Tyres plan invest 50 million euro expansion tire plant city Vsevolozhsk Russia Leningrad Region 2011 company President Kim Gran told reporter Thursday,positive
Nokia also noted average selling price handset declined period though mobile phone profit margin rose 22 percent 13 percent yearago quarter,positive
WPP Worlds Largest Ad Agency Reports Strong 2015 Growth,positive
Q1 2009 company operating loss totalled EUR 03 mn compared profit EUR 36 mn Q1 2008,neutral
Finnish lifting equipment maker Konecranes HEL KCR1V said 29 July 2009 raised stake Austrian manipulator maker ACS Konecranes 80 bought German sector player Knight Europe,positive
Cash flow investment amounted EUR45m EUR46m,neutral
Baltimore Police Fire Pension 15 billion lost 35 million Madoff Ponzi scheme,negative
Scanfil plc global contract manufacturer system supplier communication industrial electronics,neutral
fingerfriendly opinion really fast,neutral
Board Directors proposed Extraordinary General Meeting authorise Board decide issuance maximum 30mn new share one share issue,neutral
EUR5 9 H1 09 3 August 2009 Finnish medium group IlkkaYhtyma Oyj HEL ILK2S said today net profit fell 45 year EUR5 9 first half 2009,negative
According Sweden Minister Local Government Financial Markets Mats Odell decision sell State share telecom group TeliaSonera carried cooperation State Finland,neutral
Mobile phone shipment jumped 26 percent almost 112 million unit Finnish company global market share rose 39 percent 36 percent,positive
According Mark White Locatrix Communications CEO company web service interface allows device owner friend family track locate TWIG user via web browser,neutral
SPY Could pride social medium gettin ready fall FB chart rolling,negative
According Viking Line Managing Director NilsErik Eklund company Board Directors satisfied Viking Line performance,positive
MegaFon subscriber base increased 161 2009 505 million user December 31 market share number customer amounted 24 late 2009 23 late 2008 according TeliaSonera estimate,positive
Finnair belief strike cause daily net loss excess EUR 2mn due canceled reservation passenger rerouting,negative
ADP News Feb 11 2009 Finnish wood product technology supplier Raute Oyj HEL RUTAV said today net profit decreased EUR 47 million USD 61 2008 EUR 66 million 2007,negative
contract cover turnkey delivery five airport operated authority John F Kennedy LaGuardia Newark Teterboro Stewart International,neutral
total 140 job reduced Raahe Steel Works,neutral
release Oct 28 Peab said two business continue conducted brand Cliffton Stockholm Entreprenad part Peab Group,neutral
23 April 2010 Finnish construction engineering company Outotec Oyj HEL OTE1V said today slipped net loss EUR7 3 first quarter 2010 net profit EUR12 5 corresponding period last year,neutral
Repair maintenance business accounted net sale EUR 6453 mn EUR 5636 mn,positive
STORA ENSO NORSKE SKOG MREAL UPMKYMMENE Credit Suisse First Boston CFSB raised fair value share four largest Nordic forestry group,positive
Valmet Automotive report net sale EUR 85mn operating profit EUR 8mn,neutral
Profit period EUR 98 mn EUR 60 mn 2004,positive
Sweden oversupply pharmacy,negative
firm build component mobile phone communication product,neutral
Capacity ease Seikku sawmill Pori Alholma sawmill Pietarsaari result 60 people laid around six week starting midMay said,negative
Exel board director propose dividend 02 euro 03 per share 2006 annual general meeting April 19 2007,neutral
announced solution unit speed cooperation August shifted Simonson finance chief lowend phone October,neutral
authorization force period 18 month resolution General Meeting,neutral
Revenue quarter totaled 274 billion 2 percent 281 billion fourth quarter 2008,neutral
Sweden oversupply pharmacy,neutral
RollsRoyce Ensure Compliance Petrobras Bribery Report,neutral
Japans Nikkei land Financial Times 13 billion deal,positive
manager critical politician failure differentiate beleaguered European financial institution Skandinavian bank sailed crisis without issue,neutral
plant would use palm oil certified Roundtable Sustainable Palm Oil RSPO,neutral
depends financing,neutral
Finnish publishing printing group IlkkaYhtym introduced staff smoking ban beginning 2007 company three newspaper,neutral
saving full impact beginning 2007,neutral
ship unloader totally enclosed along entire conveying line storage facility,neutral
Entire paper mill may set especially new EU member state,neutral
Rapala estimate net sale 2008 increase 80 pct 12 pct assuming 2007 exchange rate,positive
operating profit net sale sixmonth period increased respectively EUR7 5 EUR655 5 compared corresponding period 2005,positive
Jukka Hienonen current Finnair CEO step end January 2010,neutral
Price talk Euribor plus 2 bps area sole lead Citigroup,neutral
property purchased Swedish private equity real estate firm Niam Goldman Sachs Whitehall Street Real Estate Funds,neutral
Sunrise Resources operates Russian nearshore development market whollyowned Russian subsidiary 80 personnel Russia,neutral
