Sentence,Sentiment
EBIT margin was up from 14  to 51  ,positive
In 2007 Etteplan reported a turnover of EUR125 2 m,neutral
According to Atria s President and CEO Matti Tikkakoski  the company s Swedish operations significantly improved in the first quarter ,positive
The company s profit totaled Ls 578100 in H1 2007  down 309  yearonyear ,neutral
YHOO A breakout above 2983 would constitute a technical entry for the short term trader httpstkscojkUF,positive
The company had hoped the new plant would be on stream by the end of 2008 ,neutral
An additional amount  capped at EUR12m  is payable in cash upon the achievement of certain financial performance targets in 2007 ,neutral
Previously  the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year ,positive
The fair value of the company s investment properties went down to EUR2 769 bn at the end of September 2009 from EUR2 878 bn a year earlier ,neutral
3 February 2011  Finnish broadband data communication systems provider Teleste Oyj HEL  TLT1V said yesterday its net profit rocketed to EUR4 8 m in 2010 from EUR416 000 in 2009 and it lifted its dividend proposal ,positive
HSBC Hit by Fresh Details of Tax Evasion Claims,negative
IBIO  up 10 in premarket ready for lift off,positive
DnB Nord of Norway is the  most likely Nordic buyer  for Citadele  while Nordea would be a  good strategic fit   according to the document published by Pietiek ,neutral
As with other stakeholders  COMPTEL has been involved in the workshops  meetings and filed comments on the issues of greatest importance to the competitive sector of our industry ,neutral
FB i guess they want it down look at the those sell orders,negative
Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 2342007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday  April 27  2007 approximately at 830 am Finnish time ,neutral
The company s plant in Russia will continue to make tyres for its near markets  while the plant in Nokia in Finland will manufacture tyres for other markets ,neutral
They are responsible for their own operations  customer relationships  and the development of these ,neutral
QCOR Just added 3000 shares 28,positive
BasWare Invoice Processing  BasWare Contract Matching  BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare s Enterprise Purchase to Pay product suite ,neutral
The contract includes software licences  application maintenance and training ,neutral
Publishing Sweden s operating loss was EUR 11 mn in Q1 of 2009  compared to a profit of EUR 06 mn a year ago ,neutral
The devices would be launched in the Chinese market in late 2006  the company said ,neutral
The net sales of the Power Plants business were EUR 7103 million in 2005 ,neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest ,neutral
AMZN new HOD with conviction keeping 570 on watch for Resistance,positive
 The biggest challenge was to make the piece look raw   Hansen said ,neutral
Typical enduses include roof structures  floorings  walls and ceilings  nonvisible structures in vehicles  packaging and boxes  construction site structures  fencing and shelters  and formwork with a limited number of concrete pourings ,neutral
The planned facility  estimated to cost around  814 million  would be the largest biodiesel plant in the world  and use palm oil certified by the Roundtable on Sustainable Palm Oil  RSPO  ,positive
During the past 10 years the factory has produced many of Nokia s most popular models including the Nokia 2760  the Nokia 6300 as well as Nokia s latest music device the Nokia 5800 Express Music ,neutral
STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly  new generation cruise ferry for Viking Line to manage on between Turku  Finland  and Stockholm  Sweden withViking Line ABP ,positive
The rebuilds are designed to improve the machines  performance and product quality ,positive
Operating profit  excluding nonrecurring items  totalled EUR 22 mn  down from EUR 27 mn in the corresponding period in 2008 ,neutral
Goodwill and other intangible assets account for some 20 mln euro   26 mln  of the purchase price  20 pct of which payable in Aspo shares ,neutral
The center offers a comprehensive range of device design services spanning from electronics  mechanics and software design to a full range of testing laboratory services ,neutral
The orders are part of a longterm development plan of Latvijas Finieris ,neutral
Goodwin not to face Scottish prosecution over RBS,positive
Reported operating margin was a negative 59  ,neutral
Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle ,neutral
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom s offering to its customers ,positive
The report profiles 614 companies including many key and niche players worldwide such as Black  Decker Corporation  Fiskars Corporation  Fiskars Brands  Inc  Husqvarna Outdoor Products Inc  KS Group  Ryobi Technologies  Inc  The Scotts MiracleGro Company  and Van Group  Inc ,neutral
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet ,neutral
Profitability  EBIT   was 136   compared to 143  in Q2 2009 ,negative
The fourth quarter saw Rapala swing back to a pretax profit of 15 mln eur from a year earlier loss of 12 mln on the back of a 30 pct uplift in sales to 448 mln eur  and a stronger performance in North America ,positive
A huge issue for us is the button placement ,neutral
Hammerson JV Partner secure ownership of Irelands Dundrum  Quick Facts,positive
After the split  the number of K shares will be 9 540 000 and the number of A shares 26 885 540 ,neutral
Notable gainers among liquid option names this morning include STX 70 NEM 46 WDC 42 X 41 and GME 34,positive
Locked in some FB puts for nice gain,negative
In the Baltic countries  development of operations and reorganisation continued  and nonrecurring items related to the takeover process lowered earnings ,neutral
The equipment will be made at Vaahto s plant in Hollola in Finland  and delivery is scheduled for the first quarter of 2009 ,neutral
According to Gallup Food and Farm Facts  beef consumption totaled 99mn kilos in Finland in 2007 ,neutral
The profit after taxes was EUR 577 111 million ,neutral
Passenger volumes rose by 84  in the accounting period ,positive
The board machine  which will have a wire width of 625 m and a design speed of 900 mmin  will produce close to 1400 tonnes of folding boxboard per day ,neutral
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki  ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 ,negative
Taking a cue from the playbook of the East Dillon Lions  we ve created a special team of heavyhitting style players  such as bootcut jeans  tummy tops and  of course  cowboy boots ,neutral
FB 11020 is starting to show some relative strength and signs of potential BO on the daily,positive
In April 2010  Olvi s range of ciders will expand with a strawberryrhubarb and an applepear cider in green bottles with a new shape ,neutral
Jensen  Njastein and Mike Critch  the head of Dovre North America business unit  will report to Toivola ,neutral
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative
An appeal concerning the project has been lodged at the Czech Ministry of the Environment ,neutral
energy still failing to close above the 10D MA  continues to stand out weak XLE,negative
According to the Latvian business register  Uponor Latvia closed in red with LVL 99000 EUR 13953817 USD 19455648 on turnover of LVL 2346 mn for 2009 ,negative
aapl  Test the high today and probably go beyond after hours,positive
The stock rose for a third day on Tuesday bringing its threeday rise to GBX10 50 or 18  ,positive
SBUX downgraded to neutral at Deutsche Bank Price target reduced to 64 from 70,negative
KGC httpstksco3Qta Oversold falling wedge and positive divergence place it on the launch pad looking for a bounce,positive
Finnish publisher Alma Media  HEL  ALN1V  said Wednesday it has decided to further extend its EUR1 85  USD2 75  apiece mandatory tender offer for media group Talentum  HEL  TTM1V   which started on 19 August  until 16 November ,neutral
Tyrvinen is of the opinion that the airline has been repeating this for some time already  however ,neutral
ROST Ross Stores Upgraded to Outperform at RBC Capital Markets httpstkscoj0Q9t,positive
AB InBev approaches SABMiller to explore 250bn tieup,positive
Finnish Food Workers  Union SEL plans to hasten its collective bargaining with a twoday strike that would begin on 7 April 2010  in Finland ,neutral
Its customers include local companies Slo Oy  Kiilto Oy  Toptronics Oy  Normark Suomi Oy  Pellonpaja Oy and Mansner Oy ,neutral
The number of customers is one of the most important parameters in determining the price of electricity networks ,neutral
RIG whos ever pushing this is crazy get ready for suspended dividend turning into growth stock blow out earnings and major buyback lol,neutral
HAL If bulls lucky enuff to get an upside gap fill better take it Wouldnt chase it here httpstkscor12Us,neutral
Vanhanen said the strike would be  extremely damaging  as some 1300 participants and reporters begin to arrive in Finland for the oneday EU summit with Russian President Vladimir Putin in Lahti  about 100 kilometers  60 miles  north of Helsinki ,negative
These moderate but significant changes resulted in a significant 2432  reduction in the estimated CVD risk ,positive
Sales of midstrength beer decreased by 40  ,negative
FSecure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location ,neutral
Dealers said the share was largely hit by investor disappointment about a refining margin of just 948 usd per barrel for the quarter and the performance of its shipping unit  which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates ,neutral
The longstanding partnership and commitment enable both parties to develop their respective operations  and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency ,positive
Nokia bought Chicagobased Navteq in 2008  acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd ,positive
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 ,neutral
Elektrobit  EB  has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB s Patja service ,positive
The core of Solidium s investment strategy is proper  value enhancing asset management of the current holdings ,positive
Finnish steel maker Rautaruukki Oyj  HEL  RTRKS   or Ruukki  said today its net loss contracted to EUR 49 million  USD 682 m  for the first nine months of 2010 from EUR 229 million for the same period a year ago ,positive
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 ,neutral
UPDATE EasyJet Passenger Numbers Aer Lingus Traffic Up In February,positive
Operating profit for the 12month period decreased from EUR17 9 m while net sales increased from EUR58 3 m  as compared to 2007 ,negative
facades in Riga 8 March 2010  Finnish construction company YIT Oyj HEL  YTY1V said today that it will build the frame and the facades in a tower construction project in Riga ,neutral
Bunzl Lifts Dividend Again As Acquisitions Continue To Boost Profits,positive
Operating profit surged to EUR21m from EUR106 000 ,positive
Nordea s chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for reelection at the Annual General Meeting in 2011 ,neutral
Belarus OAO Lidskoe Pivo brewery  based in the Grodno Region  reported a 11  decrease in output to 1045 million decaliters in JanuaryMarch 2010  a representative in the administration of the company told ,negative
ASTX Daily technical indicators are bullish Breakout watch over 458  httpstkscoeOvw,positive
The contract has been allotted as per lowest price criteria ,neutral
A high court in Finland has fined seven local asphalt companies more than   lion   117 million  for operating a cartel ,neutral
Sales are expected to increase in the end of the year 2006  however ,positive
The contracts of the employees  96 of whom are bluecollar workers  will be ended between March and August 2011 ,neutral
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced ,negative
The groups s turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year ,positive
Operating profit decreased to nearly EUR 17 mn  however ,neutral
Finnish Cargotec s Kalmar has received a significant order from the US Department of Defense ,positive
Earnings per share  EPS  amounted to EUR1 37  down from EUR2 30 ,negative
brcm raises revenue forecast,positive
 A spokesperson told WWD to expect a 5050 mix of clothing and home decor  ,neutral
 Nokia s Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant  bestofbreed mobile applications  ,positive
Net sales surged by 30  to EUR 36 million ,positive
The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4  2007 ,neutral
Poyry s contract includes engineering management  civil and detail engineering services  and time scheduling and procurement services ,neutral
The value of the order is EUR 700000 ,neutral
The company operates its business through two reportable segments  including Banking and Investment Services  and NonLife Insurance ,neutral
The order includes a new Crecent former  headbox  and reel ,neutral
The combined value of the planned investments is about EUR 30mn ,neutral
The following information was released by Comptel  Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress ,neutral
Operating profit of operations in Finland in the period under review totaled EUR 113 mn  remaining at the 2005 level ,neutral
Mreal Corporation Press release on 3 November at 1035 am Mreal Corporation was the second best company in the materials sector including eg forest industry companies in the Carbon Disclosure Leadership Index CDLI  Nordic Report 2009 ,positive
Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated  4 billion in the US and  8 billion globally ,neutral
Operating loss totaled EUR 08 mn  compared to a profit of EUR 05 mn ,neutral
Scanfil  a systems supplier and contract manufacturer to the communications sector  will give notice to 20 productional employees  and temporarily lay off 15 employees at the company s plant in Sievi  in Finland ,negative
Alfa group will have 439  of voting stock in the new company and Telenor 354  with a free float of 207  ,neutral
Kingfisher share price slides on cost to implement new strategy,negative
Profit before taxes decreased to EUR 316 mn from EUR 500 mn the year before ,negative
8600 m  and at the time of investment it is fully leased to several tenants ,neutral
The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS NV Tekla is an international software company that provides solutions for building and construction  energy distribution and municipalities ,neutral
CSX another strong rail today after breaking intraday resistance at 1980 httpstcoeA4FBVuqGP,positive
A data processing unit collects the data  calculates RVR values and provides the data to users via various interfaces ,neutral
In addition to Russia  we now seek additional growth in Ukraine ,positive
The aim is to increase sales by at least one fifth in 2006 ,positive
Rohwedder Group is an automotive supplies  telecommunications and electronics industry provider for customers in Europe  North America and Asia ,neutral
According to HK Ruokatalo  almost all the meat used by the company comes from Finland ,neutral
The number of bodily injury cases quadrupled in 20002006 ,neutral
In Finland  snow storms brought trees down on power lines  cutting off electricity for some 2000 households ,neutral
The acquisition price was not disclosed ,neutral
Scanfil has also issued a profit warning ,neutral
The acquisition is part of Ramirent s Central and Eastern European growth strategy ,neutral
UPM said the move will lower net profit by  x20ac 385 million US 520 million in the second quarter  mainly due to impairment charges ,negative
The poorest index figure was given to Finnish power company Fortum  45 ,neutral
The company intends to launch housing development at the acquired land plots and to construct 5000060 000 square metres of housing per annum by 2011 ,neutral
Seppala transferred the sale to a greater extent than last year to February  and this is reflected on the January sales figures ,neutral
AB InBev ups offer for SABMiller as deadline looms,positive
The contracts of the employees  96 of whom are bluecollar workers  will be ended between March and August 2011 ,negative
Stora Enso s target has been cut to EUR 485 from EUR 555 and Holmen s target  to SEK 135 from SEK 150 ,neutral
As a condition to the deal  Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc s business operations prior to the deal ,neutral
SPY Dont hang your bull hat yet Next week we will pop higher on QE3 hope on back of feds 2 day meeting,positive
Consolidated operating profit from continuing operations decreased by 623  to EUR 512 mn from EUR 1357 mn in 2007 ,negative
The shares shall be repurchased through public trading  for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders ,neutral
The airline estimated that the cancellation of its flights due to the closure of European airspace  and the process of recommencing traffic  have caused a the company a loss of EUR20m  including the costs of stranded passengers  accommodation ,neutral
The transaction doubles Tecnomens workforse  and adds a fourth to their net sales ,positive
We warmly welcome him to Satama   states Jussi Lansio  chairman of the Board ,positive
The WebMarela application handles invitations to quote  quote comparisons  agreements  purchases  invoice inspections  inventory management  and deliveries ,neutral
Cargotec s brands  Hiab  Kalmar and MacGREGOR  are global market leaders in their fields and their solutions are used on land and at sea  wherever cargo is on the move ,neutral
Lnnen Tehtaat s Food Division was reorganised into two strategic business units  Apetit Frozen Foods and Jams  and Apetit Fish ,neutral
TWTR sad the only thing to move this is a takeover rumor only to be sold off next day ,negative
Its other wellknown brands include fitness equipment maker Precor and US  based ball sports equipment maker Wilson ,neutral
Z Bavelloni s longstanding MD  Dino Bavelloni  has retired at the end of 2005 ,neutral
The sellers were EOSS Innovationsmanagement and a group of private individuals ,neutral
Net sales went up by 1  yearonyear to EUR 29 million  affected by the business acquisitions  realized during the previous financial period  the effect of which was EUR 51 million on the review period ,positive
As a result  the company has decided it will implement fixedterm temporary layoffs ,negative
 Those uncertainties cloud the longterm outlook  ,negative
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter ,neutral
The company s annual loss amounted to EEK 18mn  compared to a profit of EEK 73 mn in 2008 ,negative
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line ,neutral
Aktia forecasts Finland s inflation at 11  in 2010 ,neutral
KONE is listed on the Nordic Exchange in Helsinki ,neutral
Finnish fibrebased materials maker Ahlstrom Corp  HEL  AHL1V  said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 ,neutral
Subjectmatter of the invention furthermore is the use of the cyclone for separating partly molten particles  ,neutral
Rautaruukki said construction group YIT has awarded it a 25 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland ,positive
Long TSLA short MBLY httpstcojSpUSzo6na,positive
Also  Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St Petersburg  the St Petersburg government said in February ,neutral
Lassila  Tikanoja s operating profit excluding nonrecurring and imputed items for the second quarter was EUR11 3 m  down from EUR13 8 m a year ago ,negative
Castecka said the town hall would hold talks with other investors interested in the zone ,neutral
The technology will become available to businesses from the fourth quarter  Nokia said ,neutral
London open Taylor Wimpey and Ashtead drive markets higher Barclays falls,positive
BULLISH Engulfing of COCA COLA httpstkscofYCo KO,positive
The study was not designed to enable formal statistical evaluation of therapeutic activity  the company said ,neutral
Upon completion of these transactions  Metso s stake will amount to more than 60  ,neutral
Mika Stahlberg  VP FSecure Labs  said   We are excited and proud that FSecure has been recognized by AVComparatives as the Product of the Year ,positive
MADISON  Wis  Feb 6  PRNewswire   Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles ,positive
Both companies  existing investment plans will be coordinated ,neutral
NDX component Tesla has announced it is recalling 2700 Model X SUVs TSLA,negative
Finnish messaging solutions developer Tecnomen Corporation  OMX Helsinki  TEM1V  said on Thursday  11 December  that it has received an expansion order for its Convergent Charging solution in Latin America ,positive
Operating profit improved by 399  to EUR 180 mn from EUR12 8 mn ,positive
The value of the contract is about EUR 27mn ,neutral
The parties have therefore agreed to leave Avena out of the deal ,neutral
The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea  including 12 engines of the Wartsila 32 type to Lihir Gold ,neutral
In addition to fireplace exports  demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year ,positive
Companies Thetrainlinecom announces arrival of London IPO,positive
A Flurry Analytics spokesperson said that  as it was only measuring Windows Phone 7 data for some weeks  the firm doublechecked the data to make sure the 66 per cent rise was not an aberration ,neutral
Pharmaceuticals  Italy This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy ,neutral
Swedbank s shares have been hardest hit of the Swedish banks by the ongoing international financial crisis ,neutral
Growth was strongest in FSecure s operator ISPs  mobile operators and cable operators business ,positive
Talvik says the relocation of application programs on servers will continue  while HP servers were approved because of HP supplying a tailormade solution to Elisa ,neutral
Gunneflo will be responsible of OriolaKD s Pharmaceutical Trade business in Sweden ,neutral
Samsung currently occupies third place and lost ground during the quarter  dropping by 18  to an 111  share overall ,negative
Last week  the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company s strategic goal of becoming the world s largest stainless steel maker ,positive
In the second quarter of 2010  the group s net profit rose to EUR 31 million from EUR 25 million in AprilJune 2009 ,positive
Travel expenses would be reimbursed in accordance with the travel policy of the company ,neutral
Pretax profit totalled EUR 808 mn  compared to a loss of EUR 131 mn in the corresponding period in 2009 ,positive
11 August 2010  Finnish measuring equipment maker Vaisala Oyj HEL  VAIAS said today that its net loss widened to EUR4 8 m in the first half of 2010 from EUR2 3 m in the corresponding period a year earlier ,neutral
Supreme Court Upholds 236 Million Jury Award Against ExxonMobil,negative
Of the price  Kesko s share is 10 mln euro  155 mln and it will recognize a gain of 40 mln euro  62 mln on the disposal which will be included in the result for the second quarter of 2008 ,positive
The purchase sum is about EUR 10mn US 1297 mn ,neutral
The purpose of this action is to ensure company s cost effectiveness this year and in the near future ,positive
In food trade  sales amounted to EUR320 1 m  a decline of 11  ,neutral
Long PCLN,positive
The company expects its net sales for the whole of 2007 to be EUR 950mn1 000 mn ,neutral
Apple Inc The RipRoaring Rally Is Just Beginning AAPL  InvestorPlace AAPL httpstcojrcFC8XlY9,positive
Purchase it for the 12MP snapper  if nothing else ,neutral
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals ,neutral
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive
M and a Master of Business Administration MBA ,neutral
RT joemccann the correleation between the dollar index and SPY is simply amazing DX finds support SPY retreats like clockwork,negative
Profit after taxes totaled EUR 121 mn ,neutral
Operating loss totalled EUR 40 mn  compared to a profit of EUR 86 mn in the second quarter of 2008 ,negative
Finnish Scanfil  a systems supplier and contract manufacturer to the communications sector and the electronics industry  reports its net sales totalled EUR 947 mn in the first half of 2010  down from EUR 995 mn in the first half of 2009 ,negative
Whitbread buys 49 stake in Pure food chain,positive
 By separating side businesses we will be able to faster expand and develop Tapro retail network ,positive
Sudden optimism about iPhone sales ie not as bad as expected gives Apple AAPL a lift  httpstcooKTCw4YiB5,positive
According to the company  in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 ,neutral
The company s previous estimate was for a lower revenue than the yearago EUR 939 million ,negative
Operating loss totalled EUR 127 mn  compared to a profit of EUR 177 mn in the first half of 2008 ,negative
According to Scanfil  demand for telecommunications network products has fluctuated significantly in the third quarter of 2006  and the situation is expected to remain unstable for the rest of the year ,negative
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj  OMX  RTRKS  ,negative
Net sales of Finnish Sanoma Learning  Literature  of Finnish media group Sanoma  decreased by 36  in JanuaryJune 2009 totalling EUR 1628 mn  down from EUR 1688 mn in the corresponding period in 2008 ,negative
Arto Ryymin  born 1964  will replace Juhani Kaisanlahti who has worked as acting EVP  Healthcare  Welfare since August 2007 ,neutral
TXRH reports Q1 EPS of 037 versus the estimated 035 beating by 002 EPS were Up 19 from the same quarter last year,positive
Megaas2000 AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive
The acquisition will considerably increase Kemira s sales and market position in the Russian metal industry coatings market ,positive
The Remote Radio head module will be available at 4W power for 25 GHz and 35 GHz TDD frequency bands ,neutral
Finnish forest machinery manufacturer Ponsse s net sales grew to EUR 513 mn in the first quarter of 2010 from EUR 375 mn in the corresponding period in 2009 ,positive
 The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients ,positive
Satama s net profit for the third quarter of 2007 rose to 275000 euro   395000  from 270000 euro   388000  for the same period of 2006 ,positive
The natural source of isoprene is the tree species Hevea brasiliensis  also known as the rubber tree ,neutral
According to Finnair Technical Services  the measure is above all due to the employment situation ,neutral
This would be a huge process ,neutral
GPRO down 25 since Tue morning,negative
LONDON AFX  Shares in Rautaruukki Corp have been upgraded to  hold  from  sell  by ABN Amro  with the price target raised to 2575 eur from 145  said dealers ,positive
Operating profit decreased to EUR 16mn from EUR 211 mn in 2008 ,negative
The Costanza light  with an aluminum base and washable shade  comes in white  pistachio  orange  blue and red ,neutral
The solution will be installed in the USA to support the North American operations of the customer ,neutral
LSC s 30 employees will move to Ixonos with their existing status and benefits ,neutral
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 117 million shares  182 pc  ,neutral
Finnish Bank of land reports its operating profit fell to EUR 49 mn in the third quarter of 2007 from EUR 56 mn in the third quarter of 2006 ,neutral
Baird Upgrades Tesla Motors TSLA to Outperform httpstco1FA6aTOqlw,positive
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group ,positive
Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia  southern Finland  to a group of Finnish investors  who will operate the business under the name of Finbow Oy ,neutral
The combined value of the orders is EUR 45mn ,neutral
Tekla Group s net sales for 2006 were approximately 50 million euros and operating result 136 million euros ,neutral
Kai Tulonen  Chief Technology Officer  SysOpen Digia says   We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall  and we have been very satisfied with the results ,positive
Enclosed is Affecto s call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition  and to elect Haakon Skaarer to the Affecto board ,neutral
Earnings per share  EPS  in 2005 decreased to EUR1 87 from EUR1 89 in 2003 ,negative
As of July 2  2007  the market cap segments will be updated according to the average price in May 2007 ,neutral
RECZakaria Monday Bulls Are Out Stock Ticker Michael James Ent Other picks SBUX GVP NKE,positive
The Group aims to increase its net sales and comparable operating profit in 2006 ,positive
Cencorp s net sales in the first quarter is estimated to be EUR091 2 m  as compared to EUR4 5 m in the first quarter 2008 ,negative
A paper mill in the central Maine town of Madison soon will have a new owner ,neutral
The offer of some 30 million shares aimed to raise more than  x20ac 500 million US 640 million  was expected to be completed by Oct 9  Outokumpu said ,neutral
Efore s results for the last quarter showed an even faster improvement as the company managed to better source its components ,positive
The company designs  manufactures and markets highquality clothing  interior decoration textiles  bags and other accessories ,neutral
CDP was established on the initiative of institutional investors  however  the annually published results also interest an increasing number of customers and other interest groups of the reporting companies ,neutral
In accordance with our strategy  we strengthened our local presence by establishing a representative office in South Africa in October ,positive
Casinos red before the bell LVS 075 WYNN 047 WYNN 047  unusual comibinations of whats running whats red before the bell,negative
EPS for the quarter came in at 036 eur  up from 033 eur a year ago and ahead of forecast of 033 eur ,positive
In accordance with the terms and conditions of Alma Media s 2006 option program  the share subscription price for the 2006A option rights was EUR 488 per share and the book countervalue EUR 060 per share ,neutral
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 ,positive
EBIT totalled EUR 144 mn  compared to a loss of EUR 03 mn in the corresponding period in 2009 ,positive
Orion s net profit for the third quarter of 2007 decreased to 365 mln euro   521 mln  from 403 mln euro   575 mln  a year earlier ,negative
The OMX Helsinki 25 ended 047 pct lower at 315055 and the OMX Helsinki was down 021 pct at 1073642 on 1523 bln eur turnover ,neutral
The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient   said CEO Ilkka Sihvo  Basware Corporation ,positive
At the same time profit of the company increased by 10  in H1 and reached Ls 79000 ,positive
The mill will have capacity to produce 500000 tonnes of pulp per year ,neutral
Operating profit totalled EUR 70 mn  up from a loss of EUR 40 mn in the second quarter of 2009 ,positive
Stockoptionexpert MAT  6 big trader added 10000 April put contracts 3 days ago  httpstkscoc1Ols,negative
SysOpen Digia Plc  Press release  7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 ,positive
Diluted earnings per share  EPS  rose to EUR 029 from EUR 005 ,positive
gakrum nice chart shows distinctive down channel not a dip where do you see the bottom SPY 150 130,negative
The share subscription period will expire on 30 September 2007 ,neutral
ENBCA HeadShoulders bullish reversal setup and breakout Oil and Gas Pipleline stock USO,positive
Severn Trent share price rises as first half profit inches up as customer ,positive
Name of Company in which holdings have been acquired  Citycon Oyj 2 ,neutral
Aldata Solution Oyj Thomas Hoyer CFO More information  Aldata Solution Oyj  Thomas Hoyer  CFO  tel 358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail  wholesale and logistics companies ,neutral
easyJet leads Britains FTSE lower as global bond rout resumes,negative
Production is scheduled to start by the end of April 2007 ,neutral
In Asia earlier  Japan s Nikkei index fell 062 percent and Hong Kong s Hang Seng Index rose 056 percent ,neutral
Fiskars  a 360yearold global business best known for its orangehandled scissors  expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete ,positive
 Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium  at production cost   a letter of intent said ,neutral
The Board established a Remuneration Committee with following members   Sari Baldauf Chairman  Tapio Hintikka  Heikki Westerlund In addition  the Board decided to appoint a Nomination Committee at a later stage ,neutral
The method utilises waterborne Ultra products  giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer ,neutral
Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive
The agreement will provide The Switch with double the converter capacity  whilst opening up further manufacturing locations in China ,positive
Due to Pirkka beer  Olvi s brewery in Iisalmi is moving to 7day  24hour work shifts ,neutral
Metsaliitto will sell 11 million B shares of Neomarkka  accounting for about 183 pct of Neomarkka s equity and about 127 pct of the voting rights ,neutral
The huge bridge girders will be delivered to the site from our plant in Ylivieska  Finland ,neutral
Von Koskull will oversee a new unit of Nordea  which brings together corporate merchant banking  financial institutions and capital markets products divisions ,neutral
Thanks to the multiplying effect of wagon performance  transport will be much more efficient   says development manager Juha Malkia from VR Cargo ,positive
According to its notice  Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11958000 Alma Media shares to IlkkaYhtyma Oyj and Kaleva Kustannus Oy  as the conditions of the agreement made by the companies on 1 July 2009 fulfilled ,neutral
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages ,neutral
The Finnish supplier of BSSOSS and VAS for telecom operators  Tecnotree  has received expansion orders worth a total US 73 mn for its convergent charging and next generation messaging solutions in Latin America  the company announced without specifying which operators had placed the orders ,positive
