Sentence,Sentiment,Tokens
Currently quarterly applied surcharge differ significantly actual market price,neutral,"['Currently', 'quarterly', 'applied', 'surcharge', 'differ', 'significantly', 'actual', 'market', 'price']"
KNDI Break HOD volume nice consolidation completed another run,positive,"['KNDI', 'Break', 'HOD', 'volume', 'nice', 'consolidation', 'completed', 'another', 'run']"
party also agreed Lnnen Tehtaat right sell remaining share Suomen Rehu HankkijaMaatalous 15 month purchase majority holding earliest,neutral,"['party', 'also', 'agreed', 'Lnnen', 'Tehtaat', 'right', 'sell', 'remaining', 'share', 'Suomen', 'Rehu', 'HankkijaMaatalous', '15', 'month', 'purchase', 'majority', 'holding', 'earliest']"
4 Complete name shareholder Otto Henrik Bernhard Nyberg 5 information amount share transferred corresponds 568 total number share Aspo Plc,neutral,"['4', 'Complete', 'name', 'shareholder', 'Otto', 'Henrik', 'Bernhard', 'Nyberg', '5', 'information', 'amount', 'share', 'transferred', 'corresponds', '568', 'total', 'number', 'share', 'Aspo', 'Plc']"
UNC Charlotte would also deploy SSH Tectia Connector enable secure application connectivity,neutral,"['UNC', 'Charlotte', 'would', 'also', 'deploy', 'SSH', 'Tectia', 'Connector', 'enable', 'secure', 'application', 'connectivity']"
Also Chile important market area forest machine company,neutral,"['Also', 'Chile', 'important', 'market', 'area', 'forest', 'machine', 'company']"
developer project predict completed April 2009 Skanssi attract 45 million visitor annually,positive,"['developer', 'project', 'predict', 'completed', 'April', '2009', 'Skanssi', 'attract', '45', 'million', 'visitor', 'annually']"
operating loss amounted EUR 08 mn compared profit EUR 39 mn year earlier,negative,"['operating', 'loss', 'amounted', 'EUR', '08', 'mn', 'compared', 'profit', 'EUR', '39', 'mn', 'year', 'earlier']"
popular mobile data service email surfing internet well news weather service,neutral,"['popular', 'mobile', 'data', 'service', 'email', 'surfing', 'internet', 'well', 'news', 'weather', 'service']"
Telecom foreign investment limit 74 appears mobile VAS mean Tecnomen pick much 966,neutral,"['Telecom', 'foreign', 'investment', 'limit', '74', 'appears', 'mobile', 'VAS', 'mean', 'Tecnomen', 'pick', 'much', '966']"
18 March 2010 leakage gypsum pond detected today Talvivaara mine,negative,"['18', 'March', '2010', 'leakage', 'gypsum', 'pond', 'detected', 'today', 'Talvivaara', 'mine']"
Following increase companyEUR TM capital total 55 mln Romanian lei 198 mln1 56 mln euro,neutral,"['Following', 'increase', 'companyEUR', 'TM', 'capital', 'total', '55', 'mln', 'Romanian', 'lei', '198', 'mln1', '56', 'mln', 'euro']"
Radiation today full service house expert radiation nuclear safety issue,neutral,"['Radiation', 'today', 'full', 'service', 'house', 'expert', 'radiation', 'nuclear', 'safety', 'issue']"
Tesla Motors recall 2700 Model X SUVs TSLA httpstcoxDGrAExkKz,negative,"['Tesla', 'Motors', 'recall', '2700', 'Model', 'X', 'SUVs', 'TSLA', 'httpstcoxDGrAExkKz']"
Finnish flexible packaging manufacturer Suominen Corporation report net sale EUR 545 mn first quarter 2008 compared EUR 543 mn year earlier,positive,"['Finnish', 'flexible', 'packaging', 'manufacturer', 'Suominen', 'Corporation', 'report', 'net', 'sale', 'EUR', '545', 'mn', 'first', 'quarter', '2008', 'compared', 'EUR', '543', 'mn', 'year', 'earlier']"
New Delhi Feb 12 Korteniemi Anneli Helokunnas Tuija Peltola Marjo Keskinen Jukka Salminen Jussi Tusa Kia Janhonen Risto Nokia Telecommunications Oy Espoo Finland developed cable adjustment device,neutral,"['New', 'Delhi', 'Feb', '12', 'Korteniemi', 'Anneli', 'Helokunnas', 'Tuija', 'Peltola', 'Marjo', 'Keskinen', 'Jukka', 'Salminen', 'Jussi', 'Tusa', 'Kia', 'Janhonen', 'Risto', 'Nokia', 'Telecommunications', 'Oy', 'Espoo', 'Finland', 'developed', 'cable', 'adjustment', 'device']"
amzn 4 period RSI 20 read Connors book trading strategy,positive,"['amzn', '4', 'period', 'RSI', '20', 'read', 'Connors', 'book', 'trading', 'strategy']"
Koff market share volume market 234 Karhu 214,neutral,"['Koff', 'market', 'share', 'volume', 'market', '234', 'Karhu', '214']"
PGE Belchatow run 444 GW Belchatow coalfired power plant Fortum intention start CCS demonstration project jointly Teollisuuden Voima Oyj TVO another Finnish utility jointly owned 565MW MeriPori coalfired facility,neutral,"['PGE', 'Belchatow', 'run', '444', 'GW', 'Belchatow', 'coalfired', 'power', 'plant', 'Fortum', 'intention', 'start', 'CCS', 'demonstration', 'project', 'jointly', 'Teollisuuden', 'Voima', 'Oyj', 'TVO', 'another', 'Finnish', 'utility', 'jointly', 'owned', '565MW', 'MeriPori', 'coalfired', 'facility']"
Board Directors authorized decide term share issue,neutral,"['Board', 'Directors', 'authorized', 'decide', 'term', 'share', 'issue']"
Net income life insurance rose EUR 165 mn EUR 140 mn net income nonlife insurance EUR 226 mn EUR 152 mn 2009,positive,"['Net', 'income', 'life', 'insurance', 'rose', 'EUR', '165', 'mn', 'EUR', '140', 'mn', 'net', 'income', 'nonlife', 'insurance', 'EUR', '226', 'mn', 'EUR', '152', 'mn', '2009']"
Christmas Save Sainsburys plc Tesco plc,negative,"['Christmas', 'Save', 'Sainsburys', 'plc', 'Tesco', 'plc']"
2007 Group net sale stood EUR 42 million 1445 employee,neutral,"['2007', 'Group', 'net', 'sale', 'stood', 'EUR', '42', 'million', '1445', 'employee']"
program included operational improvement reduction personnel mainly Netherlands,neutral,"['program', 'included', 'operational', 'improvement', 'reduction', 'personnel', 'mainly', 'Netherlands']"
customer satisfied Basware Invoice Automation solution extends implementation new geography,positive,"['customer', 'satisfied', 'Basware', 'Invoice', 'Automation', 'solution', 'extends', 'implementation', 'new', 'geography']"
growth net sale continued favourably Middle East Africaand Asia Pacific,positive,"['growth', 'net', 'sale', 'continued', 'favourably', 'Middle', 'East', 'Africaand', 'Asia', 'Pacific']"
company propose dividend EUR0 12 per share 2008,neutral,"['company', 'propose', 'dividend', 'EUR0', '12', 'per', 'share', '2008']"
AMCN pushing high,positive,"['AMCN', 'pushing', 'high']"
operating profit net sale 12month period increased respectively EUR10 5 EUR28 8 compared financial year 2004,positive,"['operating', 'profit', 'net', 'sale', '12month', 'period', 'increased', 'respectively', 'EUR10', '5', 'EUR28', '8', 'compared', 'financial', 'year', '2004']"
Key shareholder Finnish service provider TietoEnator Oyj Friday rejected hostile EUR1 08 billion 167 billion offer buyout shop Nordic Capital giving new life possible counter offer Blackstone Group LP Norwegian telecom Telenor ASA,positive,"['Key', 'shareholder', 'Finnish', 'service', 'provider', 'TietoEnator', 'Oyj', 'Friday', 'rejected', 'hostile', 'EUR1', '08', 'billion', '167', 'billion', 'offer', 'buyout', 'shop', 'Nordic', 'Capital', 'giving', 'new', 'life', 'possible', 'counter', 'offer', 'Blackstone', 'Group', 'LP', 'Norwegian', 'telecom', 'Telenor', 'ASA']"
Operating loss totalled EUR 03 mn profit EUR 51 mn first half 2009,neutral,"['Operating', 'loss', 'totalled', 'EUR', '03', 'mn', 'profit', 'EUR', '51', 'mn', 'first', 'half', '2009']"
Currently company us eight similar reach stacker four empty container handler Konecranes,neutral,"['Currently', 'company', 'us', 'eight', 'similar', 'reach', 'stacker', 'four', 'empty', 'container', 'handler', 'Konecranes']"
AAPL want lower wave getting smaller 2 min,negative,"['AAPL', 'want', 'lower', 'wave', 'getting', 'smaller', '2', 'min']"
planned ethanol energy production plant operate correlation waste treatment unit paper mill,neutral,"['planned', 'ethanol', 'energy', 'production', 'plant', 'operate', 'correlation', 'waste', 'treatment', 'unit', 'paper', 'mill']"
Basic banking activity continued normal,neutral,"['Basic', 'banking', 'activity', 'continued', 'normal']"
Raisio site main production plant well company headquarters,neutral,"['Raisio', 'site', 'main', 'production', 'plant', 'well', 'company', 'headquarters']"
Tesco sell Blinkbox broadband service TalkTalk,positive,"['Tesco', 'sell', 'Blinkbox', 'broadband', 'service', 'TalkTalk']"
Switzerland Teleste established supplier product long time primary customer include cable fibertothehome FTTH operator,neutral,"['Switzerland', 'Teleste', 'established', 'supplier', 'product', 'long', 'time', 'primary', 'customer', 'include', 'cable', 'fibertothehome', 'FTTH', 'operator']"
Ahlstrom share quoted NASDAQ OMX Helsinki,neutral,"['Ahlstrom', 'share', 'quoted', 'NASDAQ', 'OMX', 'Helsinki']"
composite body coated hard coating layer produced thermal spraying coating ground,neutral,"['composite', 'body', 'coated', 'hard', 'coating', 'layer', 'produced', 'thermal', 'spraying', 'coating', 'ground']"
Demand fireplace product lower expected especially Germany,negative,"['Demand', 'fireplace', 'product', 'lower', 'expected', 'especially', 'Germany']"
Net sale Kyro main business area Glaston Technologies manufacturer glass processing machine decreased EUR 1615 mn EUR 1641 mn JanuarySeptember 2005,neutral,"['Net', 'sale', 'Kyro', 'main', 'business', 'area', 'Glaston', 'Technologies', 'manufacturer', 'glass', 'processing', 'machine', 'decreased', 'EUR', '1615', 'mn', 'EUR', '1641', 'mn', 'JanuarySeptember', '2005']"
Sales fell abroad increased Finland,neutral,"['Sales', 'fell', 'abroad', 'increased', 'Finland']"
Fiskars undertaking community project throughout UK also lookout local volunteer interested helping selected restoration project,neutral,"['Fiskars', 'undertaking', 'community', 'project', 'throughout', 'UK', 'also', 'lookout', 'local', 'volunteer', 'interested', 'helping', 'selected', 'restoration', 'project']"
Elcoteq SE Stock Exchange Announcement February 4 2009 1000 EET Elcoteq publish financial statement bulletin 2008 Wednesday February 11 900 EET,neutral,"['Elcoteq', 'SE', 'Stock', 'Exchange', 'Announcement', 'February', '4', '2009', '1000', 'EET', 'Elcoteq', 'publish', 'financial', 'statement', 'bulletin', '2008', 'Wednesday', 'February', '11', '900', 'EET']"
Nasdaq Sets Breakout Part II via AllStarCharts httpstksco15Nv GOOG AMZN QCOM,positive,"['Nasdaq', 'Sets', 'Breakout', 'Part', 'II', 'via', 'AllStarCharts', 'httpstksco15Nv', 'GOOG', 'AMZN', 'QCOM']"
aim annual improvement Ruukki Construction operating profit EUR 3 million USD 41 starting 2009,positive,"['aim', 'annual', 'improvement', 'Ruukki', 'Construction', 'operating', 'profit', 'EUR', '3', 'million', 'USD', '41', 'starting', '2009']"
indepth expertise extends field energy industry urban mobility water environment,neutral,"['indepth', 'expertise', 'extends', 'field', 'energy', 'industry', 'urban', 'mobility', 'water', 'environment']"
UK housing market steady Brexit dip Persimmon say,positive,"['UK', 'housing', 'market', 'steady', 'Brexit', 'dip', 'Persimmon', 'say']"
Ponsse divide sale maintenance service network six geographical area,neutral,"['Ponsse', 'divide', 'sale', 'maintenance', 'service', 'network', 'six', 'geographical', 'area']"
transaction Alma Media raised stake Talentum 3065 share 3112 voting right,positive,"['transaction', 'Alma', 'Media', 'raised', 'stake', 'Talentum', '3065', 'share', '3112', 'voting', 'right']"
Pharmaceuticals group Orion Corp reported fall thirdquarter earnings hit larger expenditure RD marketing,neutral,"['Pharmaceuticals', 'group', 'Orion', 'Corp', 'reported', 'fall', 'thirdquarter', 'earnings', 'hit', 'larger', 'expenditure', 'RD', 'marketing']"
food trade sale amounted EUR320 1 decline 11,negative,"['food', 'trade', 'sale', 'amounted', 'EUR320', '1', 'decline', '11']"
Id Buy ARM Holdings plc BHP Billiton plc Today,positive,"['Id', 'Buy', 'ARM', 'Holdings', 'plc', 'BHP', 'Billiton', 'plc', 'Today']"
AAPL httpstksco1LDx Clearing descending trend line buy area,positive,"['AAPL', 'httpstksco1LDx', 'Clearing', 'descending', 'trend', 'line', 'buy', 'area']"
Novartis buy remaining right GSK treatment deal 1 billion,positive,"['Novartis', 'buy', 'remaining', 'right', 'GSK', 'treatment', 'deal', '1', 'billion']"
even little bit higher Yara multiple analyst Helsinki said,neutral,"['even', 'little', 'bit', 'higher', 'Yara', 'multiple', 'analyst', 'Helsinki', 'said']"
Teollisuuden Voima Oyj Finnish utility known TVO said shortlisted Mitsubishi Heavy EUAPWR model along reactor Areva Toshiba Corp GE Hitachi Nuclear Energy Korea Hydro Nuclear Power Co,neutral,"['Teollisuuden', 'Voima', 'Oyj', 'Finnish', 'utility', 'known', 'TVO', 'said', 'shortlisted', 'Mitsubishi', 'Heavy', 'EUAPWR', 'model', 'along', 'reactor', 'Areva', 'Toshiba', 'Corp', 'GE', 'Hitachi', 'Nuclear', 'Energy', 'Korea', 'Hydro', 'Nuclear', 'Power', 'Co']"
Lifetree founded 2000 revenue risen average 40 margin late 30,positive,"['Lifetree', 'founded', '2000', 'revenue', 'risen', 'average', '40', 'margin', 'late', '30']"
share subscribed eligible trade following day registration,neutral,"['share', 'subscribed', 'eligible', 'trade', 'following', 'day', 'registration']"
Handelsbanken ranked Local Cooperative Banks Aktia customer loyalty time however,positive,"['Handelsbanken', 'ranked', 'Local', 'Cooperative', 'Banks', 'Aktia', 'customer', 'loyalty', 'time', 'however']"
One opportunity would bring Baltic meat processing Rakvere like processing concentrated Vantaa meatpacking unit Finland paper wrote,neutral,"['One', 'opportunity', 'would', 'bring', 'Baltic', 'meat', 'processing', 'Rakvere', 'like', 'processing', 'concentrated', 'Vantaa', 'meatpacking', 'unit', 'Finland', 'paper', 'wrote']"
Net sale Kyro main business area Glaston Technologies manufacturer glass processing machine decreased EUR 1615 mn EUR 1641 mn JanuarySeptember 2005,negative,"['Net', 'sale', 'Kyro', 'main', 'business', 'area', 'Glaston', 'Technologies', 'manufacturer', 'glass', 'processing', 'machine', 'decreased', 'EUR', '1615', 'mn', 'EUR', '1641', 'mn', 'JanuarySeptember', '2005']"
Renatta Fr0van kjepeneter RPTL Strong close 4 PLNR coming,positive,"['Renatta', 'Fr0van', 'kjepeneter', 'RPTL', 'Strong', 'close', '4', 'PLNR', 'coming']"
action follows personnel negotiation concerning Elcoteq SE Finnish Branch Elcoteq Finland Oy Elcoteq Design Center Oy,neutral,"['action', 'follows', 'personnel', 'negotiation', 'concerning', 'Elcoteq', 'SE', 'Finnish', 'Branch', 'Elcoteq', 'Finland', 'Oy', 'Elcoteq', 'Design', 'Center', 'Oy']"
Uncommonly weak snow condition nearly every market affected first quarter result Chief Executive Roger Talermo said,neutral,"['Uncommonly', 'weak', 'snow', 'condition', 'nearly', 'every', 'market', 'affected', 'first', 'quarter', 'result', 'Chief', 'Executive', 'Roger', 'Talermo', 'said']"
Currently operates fleet eight carrier well nine pusher barge,neutral,"['Currently', 'operates', 'fleet', 'eight', 'carrier', 'well', 'nine', 'pusher', 'barge']"
company profit tax fell EUR 211 mn third quarter 2008 compared EUR 358 mn corresponding period 2007,negative,"['company', 'profit', 'tax', 'fell', 'EUR', '211', 'mn', 'third', 'quarter', '2008', 'compared', 'EUR', '358', 'mn', 'corresponding', 'period', '2007']"
Profit taking AAPL morning pressure stock Im still bullish AAPL,positive,"['Profit', 'taking', 'AAPL', 'morning', 'pressure', 'stock', 'Im', 'still', 'bullish', 'AAPL']"
capital structure Solidium may complemented financial instrument future,neutral,"['capital', 'structure', 'Solidium', 'may', 'complemented', 'financial', 'instrument', 'future']"
transaction planned financed EUR40m marketbased loan granted Standard Chartered Bank Hong Kong,neutral,"['transaction', 'planned', 'financed', 'EUR40m', 'marketbased', 'loan', 'granted', 'Standard', 'Chartered', 'Bank', 'Hong', 'Kong']"
Jon Risfelt previously held operational executive position Europolitan Ericsson SAS American Express card travel division well Nyman Schultz CEO Vodafone Sweden CEO Gambro Renal Products CEO,neutral,"['Jon', 'Risfelt', 'previously', 'held', 'operational', 'executive', 'position', 'Europolitan', 'Ericsson', 'SAS', 'American', 'Express', 'card', 'travel', 'division', 'well', 'Nyman', 'Schultz', 'CEO', 'Vodafone', 'Sweden', 'CEO', 'Gambro', 'Renal', 'Products', 'CEO']"
Hobby Hall sale decrease 26 pct due implementing new information system involved changing principal posting sale,neutral,"['Hobby', 'Hall', 'sale', 'decrease', '26', 'pct', 'due', 'implementing', 'new', 'information', 'system', 'involved', 'changing', 'principal', 'posting', 'sale']"
mugatushair time short TSLA,negative,"['mugatushair', 'time', 'short', 'TSLA']"
Q1 2009 Bank land net interest income weakened 10 EUR 91 mn,negative,"['Q1', '2009', 'Bank', 'land', 'net', 'interest', 'income', 'weakened', '10', 'EUR', '91', 'mn']"
contract involves refurbishing bathroom 189 unit well replumbing water sewer pipe,neutral,"['contract', 'involves', 'refurbishing', 'bathroom', '189', 'unit', 'well', 'replumbing', 'water', 'sewer', 'pipe']"
total project duration three year valued EUR11 5,neutral,"['total', 'project', 'duration', 'three', 'year', 'valued', 'EUR11', '5']"
total floor area plant expansion 29000 square metre,neutral,"['total', 'floor', 'area', 'plant', 'expansion', '29000', 'square', 'metre']"
Printed fabric related design expertise always core Marimekko business brand,neutral,"['Printed', 'fabric', 'related', 'design', 'expertise', 'always', 'core', 'Marimekko', 'business', 'brand']"
DNN picked like going 2014,positive,"['DNN', 'picked', 'like', 'going', '2014']"
JanuarySeptember 2010 Fiskars net profit went 14 yearonyear EUR 654 million net sale EUR 5253 million EUR 4877 million,positive,"['JanuarySeptember', '2010', 'Fiskars', 'net', 'profit', 'went', '14', 'yearonyear', 'EUR', '654', 'million', 'net', 'sale', 'EUR', '5253', 'million', 'EUR', '4877', 'million']"
periodend cash cash equivalent totaled EUR6 5 compared EUR10 5 previous year,neutral,"['periodend', 'cash', 'cash', 'equivalent', 'totaled', 'EUR6', '5', 'compared', 'EUR10', '5', 'previous', 'year']"
Tulikivi manufacture heatretaining soapstone ceramic fireplace well natural stone product utility ceramic,neutral,"['Tulikivi', 'manufacture', 'heatretaining', 'soapstone', 'ceramic', 'fireplace', 'well', 'natural', 'stone', 'product', 'utility', 'ceramic']"
group 120 volunteer made Digicel employee manage distribution next week distribute 19000 tent 150 organization Digicel Haiti CEO Maarten Boute said,neutral,"['group', '120', 'volunteer', 'made', 'Digicel', 'employee', 'manage', 'distribution', 'next', 'week', 'distribute', '19000', 'tent', '150', 'organization', 'Digicel', 'Haiti', 'CEO', 'Maarten', 'Boute', 'said']"
Finland Sampo Bank part Danske Bank group lay staff administrative support function,negative,"['Finland', 'Sampo', 'Bank', 'part', 'Danske', 'Bank', 'group', 'lay', 'staff', 'administrative', 'support', 'function']"
TeliaSonera underlying result however included 457 mln skr positive oneoffs hence adjusted underlying EBITDA actually amount 7309 bln skr clearly expectation analyst said,neutral,"['TeliaSonera', 'underlying', 'result', 'however', 'included', '457', 'mln', 'skr', 'positive', 'oneoffs', 'hence', 'adjusted', 'underlying', 'EBITDA', 'actually', 'amount', '7309', 'bln', 'skr', 'clearly', 'expectation', 'analyst', 'said']"
HCP Come party buy gon na give solid gain dividend,positive,"['HCP', 'Come', 'party', 'buy', 'gon', 'na', 'give', 'solid', 'gain', 'dividend']"
phone targeted first time user growth market,neutral,"['phone', 'targeted', 'first', 'time', 'user', 'growth', 'market']"
Revenues time grew 14 percent 43 million euro,positive,"['Revenues', 'time', 'grew', '14', 'percent', '43', 'million', 'euro']"
Drugmaker Shire buy Baxalta 32 billion 6month pursuit,positive,"['Drugmaker', 'Shire', 'buy', 'Baxalta', '32', 'billion', '6month', 'pursuit']"
Fullyear net sale expected increase approximately 10 company said,positive,"['Fullyear', 'net', 'sale', 'expected', 'increase', 'approximately', '10', 'company', 'said']"
tightened competition situation production automation market affected net sale 2006 Cencorp said,negative,"['tightened', 'competition', 'situation', 'production', 'automation', 'market', 'affected', 'net', 'sale', '2006', 'Cencorp', 'said']"
survey conducted Taloustutkimus Sampo Life show company badly prepared losing key staff member,negative,"['survey', 'conducted', 'Taloustutkimus', 'Sampo', 'Life', 'show', 'company', 'badly', 'prepared', 'losing', 'key', 'staff', 'member']"
company slipped operating loss EUR 26 million profit EUR 13 million,negative,"['company', 'slipped', 'operating', 'loss', 'EUR', '26', 'million', 'profit', 'EUR', '13', 'million']"
FB Nice buyable intraday dip right,positive,"['FB', 'Nice', 'buyable', 'intraday', 'dip', 'right']"
BrooklynBandit SIMO Basing nice close 2418 bullish QQQ SPY STUDY watch close near HOD Currently 3 5,positive,"['BrooklynBandit', 'SIMO', 'Basing', 'nice', 'close', '2418', 'bullish', 'QQQ', 'SPY', 'STUDY', 'watch', 'close', 'near', 'HOD', 'Currently', '3', '5']"
Via takeover Panostaja expands business area specialising digital printing since previously consists subsidiary Kopijyva Oy Sokonet Oy,positive,"['Via', 'takeover', 'Panostaja', 'expands', 'business', 'area', 'specialising', 'digital', 'printing', 'since', 'previously', 'consists', 'subsidiary', 'Kopijyva', 'Oy', 'Sokonet', 'Oy']"
ferry run trouble outside Stockholm archipelago made 20000 island,neutral,"['ferry', 'run', 'trouble', 'outside', 'Stockholm', 'archipelago', 'made', '20000', 'island']"
According Deputy MD Pekka Silvennoinen aim double turnover next three year,positive,"['According', 'Deputy', 'MD', 'Pekka', 'Silvennoinen', 'aim', 'double', 'turnover', 'next', 'three', 'year']"
proposal shareholder elect Mr Hannu Krogerus Board based long unrivalled experience knowledge matter related Elcoteq,neutral,"['proposal', 'shareholder', 'elect', 'Mr', 'Hannu', 'Krogerus', 'Board', 'based', 'long', 'unrivalled', 'experience', 'knowledge', 'matter', 'related', 'Elcoteq']"
company board director would propose dividend EUR1 00 per share 2005,neutral,"['company', 'board', 'director', 'would', 'propose', 'dividend', 'EUR1', '00', 'per', 'share', '2005']"
said thing different new Finnish nuclear power station go operation large hydro powered station northern Europe good year,neutral,"['said', 'thing', 'different', 'new', 'Finnish', 'nuclear', 'power', 'station', 'go', 'operation', 'large', 'hydro', 'powered', 'station', 'northern', 'Europe', 'good', 'year']"
fair value change investment property EUR 158 mn compared EUR 229 mn third quarter 2009,negative,"['fair', 'value', 'change', 'investment', 'property', 'EUR', '158', 'mn', 'compared', 'EUR', '229', 'mn', 'third', 'quarter', '2009']"
Marimekko considering measure matter,neutral,"['Marimekko', 'considering', 'measure', 'matter']"
TWTR doomed 1 chart FB GOOG httpstcoMpyLiReQjh httpstconlcZawDoHP,neutral,"['TWTR', 'doomed', '1', 'chart', 'FB', 'GOOG', 'httpstcoMpyLiReQjh', 'httpstconlcZawDoHP']"
N 1 Group pay EUR16 5 transaction price upon closing remaining sum 2012,neutral,"['N', '1', 'Group', 'pay', 'EUR16', '5', 'transaction', 'price', 'upon', 'closing', 'remaining', 'sum', '2012']"
Vehvilainen currently chief operating officer Nokia Siemens Networks join Finnair 5 January 2010 take CEO effective 1 February 2010,neutral,"['Vehvilainen', 'currently', 'chief', 'operating', 'officer', 'Nokia', 'Siemens', 'Networks', 'join', 'Finnair', '5', 'January', '2010', 'take', 'CEO', 'effective', '1', 'February', '2010']"
Cannedpreserved food Finland report offer comprehensive guide size shape market national level,neutral,"['Cannedpreserved', 'food', 'Finland', 'report', 'offer', 'comprehensive', 'guide', 'size', 'shape', 'market', 'national', 'level']"
economic occupancy rate Sponda property portfolio rose 912 888 2006,positive,"['economic', 'occupancy', 'rate', 'Sponda', 'property', 'portfolio', 'rose', '912', '888', '2006']"
value contract EUR 33 mn,neutral,"['value', 'contract', 'EUR', '33', 'mn']"
MarketsShire 25 Baxalta 6 32bn deal,positive,"['MarketsShire', '25', 'Baxalta', '6', '32bn', 'deal']"
Finnish Bank land launch longterm pension saving account beginning June 2010,neutral,"['Finnish', 'Bank', 'land', 'launch', 'longterm', 'pension', 'saving', 'account', 'beginning', 'June', '2010']"
ALEXANDRIA Va Nov 5 Risto Kontturi Rajamaki Finland Jari Ylinen Hyvinkaa Finland developed automated transportation system usercontrolled transport selection,neutral,"['ALEXANDRIA', 'Va', 'Nov', '5', 'Risto', 'Kontturi', 'Rajamaki', 'Finland', 'Jari', 'Ylinen', 'Hyvinkaa', 'Finland', 'developed', 'automated', 'transportation', 'system', 'usercontrolled', 'transport', 'selection']"
believe however HKScan Atria start use imported meat Finnish consumer prefer domestic product,neutral,"['believe', 'however', 'HKScan', 'Atria', 'start', 'use', 'imported', 'meat', 'Finnish', 'consumer', 'prefer', 'domestic', 'product']"
selling information system development business Finns,neutral,"['selling', 'information', 'system', 'development', 'business', 'Finns']"
Finnish Suominen Corporation make wipe nonwovens flexible packaging expects change market situation reduce sale Suominen nonwovens wet wipe previously estimated volume,neutral,"['Finnish', 'Suominen', 'Corporation', 'make', 'wipe', 'nonwovens', 'flexible', 'packaging', 'expects', 'change', 'market', 'situation', 'reduce', 'sale', 'Suominen', 'nonwovens', 'wet', 'wipe', 'previously', 'estimated', 'volume']"
RusHydro agreement transfer stake OESK five ERCs trust management Inter RAO,neutral,"['RusHydro', 'agreement', 'transfer', 'stake', 'OESK', 'five', 'ERCs', 'trust', 'management', 'Inter', 'RAO']"
Kaleva Kustannus Oy business ID 01872740 according notice 10 August 2009 acquired 4458000 Alma Media share,neutral,"['Kaleva', 'Kustannus', 'Oy', 'business', 'ID', '01872740', 'according', 'notice', '10', 'August', '2009', 'acquired', '4458000', 'Alma', 'Media', 'share']"
Glaston headquartered Tampere Finland growing international glass technology company,neutral,"['Glaston', 'headquartered', 'Tampere', 'Finland', 'growing', 'international', 'glass', 'technology', 'company']"
Mformation Nokia noted established interoperability agreement cover commercially proven standardsbased management mobile device well mobile device security mobile application management,positive,"['Mformation', 'Nokia', 'noted', 'established', 'interoperability', 'agreement', 'cover', 'commercially', 'proven', 'standardsbased', 'management', 'mobile', 'device', 'well', 'mobile', 'device', 'security', 'mobile', 'application', 'management']"
Buyback trending right CPIX spending share pricier Hopefully pull back w 687 Q2 closing VWAP,negative,"['Buyback', 'trending', 'right', 'CPIX', 'spending', 'share', 'pricier', 'Hopefully', 'pull', 'back', 'w', '687', 'Q2', 'closing', 'VWAP']"
company annual loss amounted EEK 18mn compared profit EEK 73 mn 2008,neutral,"['company', 'annual', 'loss', 'amounted', 'EEK', '18mn', 'compared', 'profit', 'EEK', '73', 'mn', '2008']"
original name Componenta ml subsidiary Finnish Componenta Group changed ml Components company seen 63 growth Q1 2010 comparison Q1 2009,positive,"['original', 'name', 'Componenta', 'ml', 'subsidiary', 'Finnish', 'Componenta', 'Group', 'changed', 'ml', 'Components', 'company', 'seen', '63', 'growth', 'Q1', '2010', 'comparison', 'Q1', '2009']"
HELSINKI AFX Salcomp mobile phone charger manufacturer said appointed Markku Hangasjarvi new CEO following resignation Mats Eriksson,neutral,"['HELSINKI', 'AFX', 'Salcomp', 'mobile', 'phone', 'charger', 'manufacturer', 'said', 'appointed', 'Markku', 'Hangasjarvi', 'new', 'CEO', 'following', 'resignation', 'Mats', 'Eriksson']"
NAVTEQ commanding lead installed map data system North American vehicle may leader turnbyturn navigation data offered service OnStar North America said analyst Phil Magney Telematics Research Group Minnetonka Minn,positive,"['NAVTEQ', 'commanding', 'lead', 'installed', 'map', 'data', 'system', 'North', 'American', 'vehicle', 'may', 'leader', 'turnbyturn', 'navigation', 'data', 'offered', 'service', 'OnStar', 'North', 'America', 'said', 'analyst', 'Phil', 'Magney', 'Telematics', 'Research', 'Group', 'Minnetonka', 'Minn']"
Companies evaluated report include Aladdin CA FSecure Kaspersky Marshal McAfee Microsoft Panda Proofpoint Sophos Symantec Trend Micro Tumbleweed Websense,neutral,"['Companies', 'evaluated', 'report', 'include', 'Aladdin', 'CA', 'FSecure', 'Kaspersky', 'Marshal', 'McAfee', 'Microsoft', 'Panda', 'Proofpoint', 'Sophos', 'Symantec', 'Trend', 'Micro', 'Tumbleweed', 'Websense']"
Around 50 percent world roro fleet 25 year old need scrapped environmental reason,neutral,"['Around', '50', 'percent', 'world', 'roro', 'fleet', '25', 'year', 'old', 'need', 'scrapped', 'environmental', 'reason']"
first quarter 2010 marktomarket result pretax profit EUR 133 million versus loss EUR 32 million period last year,positive,"['first', 'quarter', '2010', 'marktomarket', 'result', 'pretax', 'profit', 'EUR', '133', 'million', 'versus', 'loss', 'EUR', '32', 'million', 'period', 'last', 'year']"
